credit_score,income,loan_amount,employment_years,debt_to_income,previous_defaults,default
617,58567.56,33083.02,21.44,0.06,0,0
656,210840.18,44763.9,18.56,0.06,1,0
561,170064.85,395297.81,13.93,0.17,0,0
773,141285.35,124015.9,26.07,0.11,0,0
331,174397.28,52029.4,23.71,0.1,0,0
823,170085,442432.9,13.59,0.22,0,0
765,176947.84,118116.51,0.42,0.3,0,0
850,83877.57,90235.82,9.91,0.6,3,0
486,221359.97,267324.79,24.78,0.25,0,0
465,101439.72,259861.49,7.58,0.46,2,1
382,203229.12,479274.89,28.31,0.17,0,1
435,82875.49,93100.31,15.73,0.39,0,1
324,111232.76,9919.44,20.6,0.54,0,0
725,233056.11,570843.55,3.8,0.66,0,1
506,76485.37,89822.5,5.16,0.58,2,1
737,124521.75,194488.79,5.78,0.6,0,0
404,124608.05,305520.28,19.46,0.26,0,0
847,216718.84,376627.81,13.25,0.54,0,0
594,113503.5,86836.04,20.69,0.42,0,0
734,132853.91,143144.37,33.73,0.76,0,0
666,190702.7,143751.87,33.84,0.67,0,1
559,72379.37,110050.65,24.72,0.7,3,1
732,162208.79,157927.22,14.97,0.74,0,1
786,68940.52,8149.32,25.82,0.63,0,1
391,226890.02,651626.18,26.37,0.38,0,0
801,231700.13,391774.27,13.38,0.18,0,0
429,59290.12,145126.39,30.7,0.29,0,1
640,29128.42,11053.77,11.64,0.64,0,1
609,39956.01,22056.1,21.04,0.4,0,0
491,125613.52,96020.36,5.61,0.31,1,1
498,176770.07,472784.27,7.49,0.37,0,1
610,75230.66,220447.93,31.9,0.21,0,0
583,152975.34,257286.47,17.29,0.38,0,0
384,175438.31,32835.54,32.22,0.45,0,0
343,34100.32,7476.16,22.99,0.56,0,0
759,224423.8,221109.38,17.31,0.34,0,0
305,51452.09,82985.49,14.84,0.48,0,1
318,214715.87,430723.32,11.61,0.71,0,1
439,111243.07,243127.36,2.71,0.46,0,0
749,129767.72,112121.73,14.5,0.32,0,0
468,106606.71,244090.28,27.6,0.14,0,0
368,174163.19,257250.34,26.74,0.51,0,0
592,201618.91,597606.89,27.91,0.25,0,1
593,69725.41,164088.99,17.1,0.66,0,1
623,122483.17,102883.73,3.27,0.76,0,0
546,187285.44,26883.55,11.45,0.6,0,0
846,87523.09,107654.54,21.03,0.38,0,0
397,102086.56,276755.13,17.64,0.64,0,0
549,47034.53,61800.68,31.52,0.07,0,0
627,79671.24,189509.71,0.55,0.41,0,1
443,79287.06,28412.13,19.31,0.69,0,0
710,197813.65,267765.93,23.83,0.34,0,0
508,204620.1,280228.3,11.03,0.19,0,0
354,204522.12,398702.39,10.52,0.53,0,1
635,168850.42,196513.37,11.1,0.31,1,0
626,91162.22,103911.65,13.64,0.29,0,0
413,104690.96,38697.83,7.07,0.07,0,0
734,121892.03,272030.55,22.7,0.1,0,0
685,32058.74,17554.61,34.54,0.47,0,0
734,209274.04,392704.47,33.7,0.29,0,1
499,60779.06,134261.86,31.75,0.38,0,0
684,145550.85,57299.04,23.88,0.62,0,0
509,155959.37,240893.66,15.62,0.33,0,1
778,147003.59,270176.37,34.28,0.43,0,0
359,145657.01,96384.84,7.58,0.22,0,0
780,208500.1,40835.66,14.31,0.26,3,0
445,148872.03,42584.28,31.61,0.2,0,1
430,41630.26,115583.15,14.62,0.77,0,1
451,124975.82,208719.15,0.15,0.19,3,0
484,121093.15,218770.97,13.89,0.47,0,0
303,226986.35,141463.07,9.16,0.24,0,1
624,37550.75,27964.49,29.63,0.62,2,0
787,135369.2,144013,16.38,0.11,0,0
340,172859.39,348794.79,6.82,0.17,0,0
502,237240.48,85509.75,8.77,0.74,0,0
807,43998.36,6713.55,31.39,0.62,0,0
586,67407.26,28431.38,30.19,0.29,0,1
631,125442.72,151596.2,0.5,0.73,0,1
793,219605.58,198640.62,14.22,0.67,0,0
420,99191.26,112565.95,7.84,0.07,0,0
512,206490.28,133076.06,26.01,0.31,0,0
304,247390.79,519748.78,1.69,0.38,1,1
772,106746.09,184690.76,4.35,0.07,0,0
461,155655.56,417495.51,28.78,0.6,0,0
557,148010.22,433128.28,17.88,0.31,0,0
829,44466.09,85947.88,34.18,0.28,0,0
527,135043.55,78155.72,9.65,0.4,0,0
379,223375.25,204953.69,18.67,0.15,0,0
807,59295.18,102497.62,26.69,0.32,0,0
399,65478.92,183971.06,25.42,0.21,0,0
482,39695.73,113684.4,17.17,0.29,0,0
751,78481.99,128727.64,23.58,0.57,0,0
575,219302.48,431599.72,5.35,0.48,0,0
755,43616.62,128312.15,32.49,0.12,2,0
616,216222.93,117986.94,11.89,0.54,0,1
692,248457.82,680586.88,12.03,0.09,0,0
538,59447.46,67001.84,21.33,0.44,0,0
662,141247.71,24530.75,20.07,0.14,3,1
373,50277.85,111498.39,30.34,0.33,0,0
416,89338.13,236700.93,33.28,0.59,0,0
710,134519.66,260379.41,3.44,0.59,0,0
440,205901.02,599288.93,20.3,0.61,0,1
583,180107.62,96692.99,2.34,0.72,0,0
764,93216.71,251811.85,0.66,0.73,0,0
657,204228.21,478763.68,2.86,0.43,1,0
320,65687.79,193882.83,1.64,0.38,0,0
794,141707.34,309512.94,4.5,0.43,0,0
539,27996.8,76147.37,24.11,0.71,0,1
666,24642.19,15050.83,30.87,0.12,0,1
333,159274.53,428094.61,18.22,0.6,0,1
422,199297.31,227694.76,29.65,0.36,0,0
362,83749.23,180979.01,17.36,0.74,0,0
798,152583.33,348486.89,30.07,0.31,0,1
366,133416.53,253496.29,20.93,0.43,0,0
811,22056.72,37239.63,3.93,0.11,0,0
563,117583.69,159507.7,27.5,0.51,0,0
627,224103.04,565853.96,6.07,0.47,0,1
511,145409.65,139255.76,16.98,0.1,0,0
511,173535.82,448904.5,14.77,0.26,2,1
461,118326.41,255880.81,10.2,0.38,0,0
337,248616.06,43908.57,19.19,0.55,0,0
601,171760.21,400499.95,31.24,0.36,0,0
334,35210.34,26802.27,21.59,0.14,0,0
563,95458.79,179805.44,1.4,0.69,0,1
703,69329.12,119957.08,28.64,0.22,0,0
698,224320.4,325954.4,2.1,0.29,0,0
775,131467.74,297580.56,9.25,0.65,0,0
590,60776.67,9646.32,27.06,0.69,0,0
475,235771.78,700051.52,30.95,0.39,2,1
823,83375.54,73834.44,33.32,0.59,3,0
585,43827.51,117680.81,15.16,0.51,0,1
394,131194.5,34716.3,5.77,0.07,0,0
378,244428.73,346272.04,25.32,0.5,0,1
324,169178.02,471243.9,26.38,0.28,0,0
668,81651.19,207092.26,32.83,0.3,0,0
844,72173.29,148175.54,21.36,0.52,0,1
432,205225.22,104284.3,21.19,0.25,0,0
778,38404.72,97470.19,25.73,0.07,0,0
400,153333.49,246227.92,20.15,0.74,0,0
473,83587.06,5069.2,18.1,0.5,0,0
320,79634.34,62393.36,23.22,0.25,0,0
706,168783.93,415958.23,22.77,0.1,0,0
498,163104.41,349472.81,29.43,0.43,0,0
529,61388.67,66642.8,31.88,0.68,0,1
338,45517.22,61158.24,34.98,0.21,0,0
576,188733.62,211591.34,2.77,0.52,0,0
565,235501,509247.94,34.43,0.67,0,1
432,181921.5,296271.6,20.52,0.63,0,0
521,47295.1,22781.4,1.47,0.24,1,0
531,227406.13,622515.15,25.69,0.7,0,0
837,238285.48,598038.08,5.35,0.74,0,0
532,64919.13,185613.95,19.61,0.13,0,1
316,232430.76,210869.37,14.17,0.15,0,0
470,218717.58,160916,19.74,0.08,0,1
629,192580.15,174517.87,22.12,0.48,0,0
606,93108.67,174067.45,32.59,0.19,0,0
749,226176.8,392109.93,30.93,0.69,0,0
374,79839.25,123008.59,19.4,0.72,1,1
714,225168.91,610881.68,12.47,0.53,0,0
519,145814.59,49554.41,0.76,0.73,0,1
302,135119.59,101054.93,24.55,0.3,0,0
322,51429.07,55122.33,19.24,0.46,3,1
829,191571.3,343156.18,33.55,0.44,1,0
636,111145.49,246924.33,5.86,0.3,0,0
532,122623.72,68055.81,31.69,0.49,2,0
713,47666.64,52625.18,13.41,0.39,3,0
347,205949.67,472696.74,27.16,0.72,0,1
675,119827.4,56799.37,5.05,0.23,0,0
317,167795.11,276961.43,23.47,0.51,0,1
322,222342.93,306889.5,24.67,0.1,0,0
705,57026.16,23904.96,8.96,0.64,0,0
695,192061.26,479173.86,7.58,0.54,0,1
838,65252.87,45176.56,14.22,0.55,0,0
336,83144.91,190578.27,19.6,0.43,0,0
791,163972.61,336983.54,9.22,0.46,2,1
774,52364.12,114621.49,7.51,0.14,0,0
761,199926.87,200353.63,30.96,0.59,0,0
403,76260.67,201096.57,22.11,0.11,0,1
688,102695.54,299977.04,10.02,0.47,0,0
783,220660.17,173524.63,19.64,0.7,0,0
496,185206.53,156254.55,8.74,0.2,0,0
690,81860.74,111119.74,30.48,0.48,0,0
845,62113.75,81732.16,18.85,0.6,0,0
657,88451.8,123090.44,24.83,0.4,0,1
818,148596.17,74382.97,10.71,0.11,0,0
538,226418.4,620264.03,15.46,0.22,0,1
555,25880.27,35256.96,18.3,0.27,0,1
750,43365.9,127819.15,33.21,0.3,0,0
542,71784.98,135239.64,11.74,0.4,0,0
498,220027.62,488385.71,30.16,0.31,0,1
775,172940.92,208555.36,18.74,0.5,0,0
336,146923.06,249990.71,17.58,0.41,0,0
464,243055.56,122941.14,21.72,0.41,0,0
713,170966.82,47076.42,12.36,0.58,0,0
352,136591.3,117637.68,30.2,0.57,0,1
545,190287.71,358814.04,16.89,0.5,0,1
731,196555.29,68913.68,19.21,0.42,0,0
687,124175.01,125635.1,9.88,0.52,0,0
418,228595.16,22243.85,20.11,0.71,0,1
642,29540.03,44958.17,32.93,0.7,0,0
468,131933.46,238981.88,29.82,0.51,0,1
577,31068.07,28830.69,30.45,0.25,0,0
489,183458.63,515226.73,7.49,0.42,0,1
697,33761.07,6725.42,2.14,0.57,0,0
366,233467.23,220623.62,13.68,0.2,0,0
538,34209.69,52333.61,31.05,0.15,0,0
328,29553.27,48297.54,29.9,0.64,0,1
380,60134.24,144843.96,4.7,0.38,0,0
349,134666.92,293708.3,29.98,0.18,0,0
507,201176.89,33542.14,11.91,0.71,0,1
723,120696.86,53943.86,15.7,0.36,0,0
366,85378.78,231578.01,0.3,0.5,0,0
436,22740.76,53238.68,0.77,0.78,0,1
677,124457.61,164073.13,7.27,0.54,0,0
585,167694,315389.81,9.53,0.63,0,0
388,147573.12,407293.13,14.59,0.63,0,0
698,28515.78,38887.53,18.74,0.16,2,0
306,23842.72,7879.21,20.44,0.31,0,0
678,105099.53,93038.91,10.31,0.11,0,0
803,111441.02,277347.25,11.82,0.22,0,0
456,221925.55,328441.29,6.55,0.11,0,1
410,104354.16,221304.96,25.85,0.1,0,0
560,217422.98,370642.42,28.21,0.63,0,1
669,72193.73,202158.1,26.59,0.32,0,0
819,135597.84,35464.09,14.24,0.61,0,0
345,110924.6,292825.28,21.73,0.27,0,0
587,93225.16,135258.24,0.14,0.19,0,0
654,217528.86,297054.9,8.84,0.29,0,0
824,64525.84,176570.25,7.8,0.09,0,0
578,200656.78,549546.2,23.19,0.34,0,1
778,43755.7,55551.7,0.58,0.48,3,1
836,94211.19,224189.2,22.11,0.66,0,0
658,183982.8,476720.27,11.08,0.62,0,0
662,118501.75,65286.62,11.61,0.6,0,0
784,204234.93,75963.17,16.03,0.44,0,0
651,100339.73,9931.25,11.07,0.32,0,0
512,83535.06,103662.95,15.94,0.36,0,1
418,236608.65,468151.73,6.11,0.63,0,1
534,232754.86,130853.5,29.65,0.58,0,1
830,137636.01,22155.67,8.41,0.2,0,0
355,217421.82,62130.76,3.29,0.42,0,0
675,80351.37,219396.48,17.28,0.08,0,0
789,109839.43,88830.63,25.49,0.2,0,0
382,156635.83,10634.34,11.44,0.61,0,0
405,247910.86,696345.47,15.21,0.79,0,0
552,165447.8,479574.22,22.53,0.74,0,1
792,227795.84,411598.95,23.09,0.09,0,0
570,155185.75,455864.07,19,0.44,0,0
801,21479.25,38806.66,23.17,0.19,0,0
563,34927.43,101158.54,16.29,0.74,0,1
334,89857.8,199960.57,30.12,0.32,0,1
514,162246.09,230889.61,16.51,0.35,0,0
412,157034.73,311247.99,30.74,0.21,0,0
656,72184.75,167225.42,28.42,0.57,0,1
428,52238.34,27972.22,11.62,0.32,0,0
625,158600.13,140853.74,20.44,0.6,0,0
322,77022.92,216117.77,15.5,0.25,0,1
684,242848.83,602125.1,7.78,0.53,0,0
441,75485.01,143273.14,25.93,0.71,0,0
762,85284.08,201175.3,30.1,0.21,0,0
849,239406.48,668442.57,6.61,0.55,0,1
353,98682.28,230274.07,31.1,0.7,0,1
474,117040.46,159544.3,1.28,0.75,0,0
627,173192.37,253983.92,15.89,0.69,0,0
407,195103.44,480988.57,25.51,0.2,0,0
418,211785.22,109156.83,33.8,0.28,2,1
376,72818.08,161558.32,4.28,0.3,0,1
765,213966.66,447115.47,5.33,0.19,0,0
803,178289.98,66553.39,25.52,0.19,0,0
842,245513.52,292227.14,0.57,0.53,0,1
739,168808.88,303555.2,15.55,0.2,0,0
371,121222.7,38049.6,23.66,0.6,0,0
422,211720.87,503027.45,16.12,0.78,2,0
362,213548.63,64153.43,0.1,0.65,1,1
829,114358.21,206385.14,12.33,0.61,0,0
800,39883.8,108375.61,3.88,0.78,0,0
447,200020.71,172471.3,1.12,0.52,0,1
487,139741.19,381073.78,6.67,0.27,0,1
398,112645.57,170142.82,25.56,0.71,0,1
304,168020.14,267560.41,34.78,0.09,0,1
826,220191.39,281614.69,13.52,0.41,0,0
570,196015.43,304486.57,34.78,0.5,0,1
841,150782.25,172025.94,31.06,0.31,0,0
383,155344.38,401672.15,31.95,0.25,0,1
657,219865.01,343313.39,25.15,0.75,0,0
480,82900.66,14812.51,30.77,0.22,0,0
735,132816.24,254826.99,8.11,0.66,1,1
301,110492.89,138241.63,15.96,0.39,1,1
809,121919.86,292234.74,9.63,0.22,0,0
619,23529.04,46562.61,24.83,0.53,0,0
448,199277.97,496550,1.61,0.61,0,0
506,198805,232650.07,18.15,0.53,0,0
567,59126.41,46069.14,17.71,0.5,0,0
502,213047.44,490830.39,14.08,0.12,0,1
339,101394.23,84487.02,7.49,0.3,1,1
303,196158.56,213305.59,26.78,0.72,0,0
321,119734.02,351668.66,28.23,0.39,0,0
813,159277.58,286324.39,9.71,0.32,0,0
637,127929.79,339545.12,7.43,0.51,0,1
305,202682.84,404023.08,10.14,0.49,2,0
367,241335.94,646024.44,13.67,0.41,0,0
637,57352.53,124408.4,12.8,0.69,0,0
644,31642.81,12472.04,22.93,0.35,0,0
508,65697.37,63267.64,29.63,0.23,0,1
362,64921.06,162316.82,20.85,0.15,0,0
537,201273.37,245394.41,11.86,0.37,0,1
591,179471.45,263509.44,28.34,0.75,2,1
354,38807.26,98342.18,9.92,0.74,0,1
616,110051.41,44434.34,1.5,0.12,0,1
306,107212.08,78031.47,4.09,0.6,0,0
317,45722.56,46254.4,11.12,0.56,0,0
589,232314.15,80681.9,23.66,0.35,3,0
401,129699.28,292983.68,10.41,0.41,0,0
526,24589.76,13950.09,12.41,0.79,0,0
514,98671.26,175714.93,1.89,0.66,0,0
748,140208.42,244509.77,17.9,0.49,0,0
333,71263,13013.81,13.7,0.44,2,1
524,79308.84,70644.18,2.69,0.78,0,0
439,142160.01,23989.38,3.6,0.21,0,0
421,138161.31,386047.28,13.49,0.31,0,0
572,116406.76,51293.17,17.24,0.37,0,1
825,68859.58,170606.63,29,0.12,0,0
445,155450.31,362746.99,13.07,0.52,0,0
429,108520.7,236923.78,5.09,0.33,0,0
439,124722.85,160809.93,12.26,0.75,0,1
845,225380.44,577531.56,10.6,0.66,0,1
572,39105.96,63522.68,2.64,0.5,0,0
646,124832.05,266377.13,20.56,0.77,0,1
763,139553.33,100985.85,0.13,0.14,0,0
778,193773.83,212561.78,24.78,0.23,0,0
740,241807.49,387176.92,3.64,0.79,0,0
514,190230.6,520633.81,12.98,0.39,0,0
311,189743,435714.67,30.67,0.67,0,0
309,82959.52,134666.3,21.01,0.58,0,0
643,56339.98,58133.93,32.21,0.57,0,0
566,239352.29,154105.1,21.85,0.54,0,1
394,145156.69,139701.35,28.9,0.76,3,1
600,233124.44,282438.99,12.71,0.5,0,0
412,216790.81,290471.64,25.85,0.28,0,0
654,99024.43,41499.62,16.61,0.34,0,0
358,99711.39,158595.66,20.63,0.17,0,0
786,59159.09,75592.36,9.12,0.41,0,0
442,23458.9,8053.12,32.39,0.68,0,1
666,217265.66,569211.79,23.43,0.72,0,1
482,143318.27,127580.78,23.84,0.4,0,0
623,248608.9,95927.19,9.56,0.38,0,0
500,72996.36,42324.11,1.29,0.7,2,1
520,159603.86,289120.98,4.26,0.56,0,1
491,119743.9,230569.98,30.09,0.51,0,0
689,185809,523325.47,28.87,0.72,2,0
825,232061.24,109051.97,30.03,0.36,0,0
361,148851.47,391323.86,26.57,0.4,0,1
558,64255.96,33296.53,9.38,0.24,0,0
734,99160.11,38605.24,33.12,0.36,0,0
358,166726.9,272238.01,16.86,0.77,0,1
415,201159.9,537835,0.85,0.35,0,0
387,157422.7,181080.9,7.9,0.31,1,0
568,230988.24,441136.64,25.04,0.33,0,1
342,205017.47,425731.8,3.55,0.49,0,0
827,54069.16,94065.4,31.91,0.14,0,0
663,161098.43,26525.62,7.38,0.06,0,0
742,230852.57,544744.17,13.24,0.39,2,0
495,247897.42,551212.34,18.48,0.63,1,1
719,221817.02,598795.28,13.39,0.37,0,0
828,185000.62,490543.71,17.08,0.6,0,1
805,195596.25,160797.49,22.35,0.44,0,0
385,79635.39,66902.49,21.99,0.11,0,0
339,182886.08,486877.55,19.19,0.6,0,0
564,229276.91,320684.81,13.3,0.63,0,0
496,102453.85,159779.24,1.57,0.67,0,1
689,87278.1,35738.21,1.14,0.56,0,1
838,230307.83,46896.61,3.87,0.27,0,0
830,205110.83,185197.68,34.01,0.25,0,0
427,219563.59,567741.94,23.22,0.33,0,0
603,30350.52,86129.63,20.21,0.44,0,0
638,44092.9,35146.75,20.64,0.67,3,0
528,90304.21,260300.85,16.62,0.34,2,1
369,159249.83,382431.97,30.09,0.16,0,0
530,163042.37,307903.3,28.95,0.61,0,1
662,65459.76,5516.6,12.94,0.79,0,0
540,33756.67,6158.06,9.89,0.27,0,0
364,28376.18,54752.83,8.53,0.5,0,0
431,201732.21,171270.59,13.85,0.76,0,0
474,97919.74,164773.67,8.19,0.52,0,1
375,242013.72,508136.48,3.09,0.74,0,0
350,95064.82,164641.54,7.31,0.37,0,0
569,21743.21,61922.3,22.06,0.32,0,1
684,216141.66,20551.49,19.09,0.75,2,0
318,81964.52,132229.9,6.53,0.18,0,0
641,243682.37,462171.9,4.35,0.14,0,0
648,236701.95,227057.36,7.43,0.2,1,1
706,239456.31,112638.23,7.61,0.31,0,0
675,220557.79,292482.79,13,0.5,0,0
744,120004.33,162027.73,8.13,0.32,0,0
425,233457.58,663384.64,14.01,0.52,0,1
467,106409.44,141042.96,12.23,0.54,0,1
583,100308.01,146356.82,25,0.47,0,0
839,230450.01,243041.33,5.7,0.25,0,0
792,44488.33,44246.48,33.42,0.27,0,0
595,32942.21,9349.85,7.07,0.45,0,0
695,29499.19,82492.26,5.89,0.77,0,0
404,228357.75,390180.9,2.75,0.57,0,0
633,238707.28,140279.37,10.1,0.18,2,0
639,172915.74,186756.53,30,0.64,0,1
369,26287.2,40306.88,34.75,0.09,0,1
761,38589.69,38756.58,9.45,0.21,0,0
719,66639.41,105221.92,4.14,0.52,2,1
536,222626.54,528266.59,21.01,0.8,0,0
542,153463.85,66666.54,7.5,0.6,0,0
518,51654.02,117244.65,29.67,0.7,0,0
351,94686.26,120537.87,0.67,0.12,0,0
439,102922.66,216661.46,1.79,0.25,0,1
599,225169.08,41804.44,8.94,0.18,3,0
379,98778,178910.56,17.95,0.23,0,0
391,37599.97,7919.85,2.76,0.42,0,0
420,127686.01,260011.4,8.36,0.66,0,0
841,93122.34,107805.14,20.11,0.19,2,0
781,188831.44,435959.27,1.63,0.5,0,0
676,22156.78,7615.14,15.33,0.36,2,0
596,95387.26,76673.11,16.86,0.14,0,1
673,99190.32,101849.65,6.57,0.06,0,0
503,132085.94,62557,15.15,0.14,0,0
338,70702.04,79703.07,20.09,0.45,0,0
625,146865.37,324274.71,12.65,0.4,0,1
519,180148.29,326369.4,12.82,0.31,0,0
528,148834.11,203976.47,0.64,0.05,1,0
742,21372.44,29647.91,20.47,0.33,0,0
569,231377.24,228573.17,4.89,0.27,0,0
489,131645.84,51382.94,23.43,0.36,0,0
476,153048.82,229648.73,10.06,0.2,0,0
848,117704.5,234106.87,8.5,0.37,0,0
336,31695.8,28869.09,34.27,0.54,0,1
338,171213.99,310134.03,6.64,0.31,0,0
411,34920.97,88408.66,30.79,0.37,3,1
386,230835.86,269036.61,27.8,0.16,0,0
745,212174.8,109362.7,28.4,0.1,0,0
707,55386.28,43705.47,16.72,0.31,0,0
516,152780.81,455209.53,16.12,0.68,0,1
473,108004.22,57115.36,22.57,0.15,0,0
829,54494.35,37720.92,28.11,0.45,0,0
581,195105.69,393626.52,15.27,0.56,0,1
833,44798.46,73288.56,28.95,0.39,0,0
408,25662.42,45450.28,12.88,0.53,1,0
438,115004.45,210101.3,1.51,0.07,0,0
465,242567.17,92018.28,8.69,0.3,0,0
339,225064.63,312474.34,25.08,0.55,0,1
503,239355.43,522459.9,30.01,0.44,0,1
354,247016.21,325343.31,24.29,0.27,0,0
830,184299.25,356310.96,19.31,0.61,0,0
535,32658.87,36331.78,12.07,0.33,0,0
616,44421.15,26735.01,10.67,0.63,0,1
331,106703.23,280357.12,24.01,0.31,0,1
461,64945.82,54854.82,4.43,0.09,0,1
546,233882.46,608745.64,21.2,0.67,0,1
749,153990.5,339184.4,33.9,0.23,1,1
559,184148.84,357095.85,23.16,0.5,0,1
639,91399.59,81577.03,18.58,0.47,0,0
551,219647.62,87748.14,5.71,0.48,0,0
819,53546.01,55679.06,32.65,0.46,0,0
425,211513.64,248227.63,33.66,0.27,1,0
628,143003.98,284484.78,7.89,0.38,0,0
595,211004.24,49978.14,0.65,0.07,0,0
321,158887.38,258625.02,33.91,0.57,0,0
834,96342.39,128247.1,11.29,0.63,0,1
570,182469.87,80464.28,16.5,0.09,0,0
572,79218.55,130511.42,9.93,0.58,0,0
744,123842.81,276325.68,11,0.16,0,0
321,223870.01,94671.05,26.41,0.77,0,0
824,249594.76,678103.2,26.86,0.27,0,0
846,95582.15,157912.28,16.02,0.76,0,0
484,210849.4,163149.74,13.29,0.71,3,0
849,108752.68,29955.65,15.46,0.1,0,0
671,43491.3,101388.96,9.48,0.69,1,1
789,52367.76,82478.81,21.63,0.53,0,0
610,31618.91,53575.79,13.15,0.22,0,1
742,159391.87,385326.46,25.99,0.71,0,1
790,113827.19,311204.05,5.72,0.27,0,0
710,213420.77,319111.72,19.24,0.21,0,0
581,82374.2,9924.85,1.46,0.41,0,1
849,69585.48,103420.97,34.04,0.46,0,1
464,222457.32,211829.99,34.37,0.27,0,0
444,23621.02,68315.67,15.36,0.47,0,0
538,60630.84,88450.87,17.75,0.2,0,0
793,221267.35,602804.84,11.38,0.67,0,1
802,107477.66,218829.47,4.9,0.28,0,0
732,44707.07,126473.27,29.74,0.11,0,0
615,192241.67,140058.61,22.57,0.5,0,0
431,248646.97,122233.38,11.32,0.34,0,0
477,112406.71,316322.66,12.91,0.25,0,0
378,197589.97,374263.38,34.1,0.53,0,0
566,65381.75,41790.66,32.2,0.45,0,0
420,128339.8,141887.9,13.9,0.71,0,0
680,143522.62,311283.03,3.64,0.2,0,1
726,58235.91,137644.56,5.88,0.14,0,0
530,225041.58,576913.07,22.95,0.46,0,1
818,97146.24,60071.61,3.43,0.3,0,0
841,127438.28,366918.09,19.22,0.73,0,1
464,222814.12,372871.04,0.07,0.25,0,1
417,203938.81,444315.28,25.48,0.47,0,1
727,245740.87,355421.53,0.3,0.64,0,0
329,87917.44,108369.62,32.42,0.52,0,0
514,248627.65,134228.84,4.16,0.47,0,0
727,91119.16,199199.35,8.78,0.31,0,0
495,62183.31,73505.57,29.78,0.62,1,1
527,75455.71,52906.29,20.82,0.15,0,0
801,210431.88,9827.4,7.74,0.27,0,0
494,79132.92,152931.25,13.1,0.31,0,0
587,233727.11,595416.63,24.14,0.64,0,1
317,66659.15,129829.69,11.3,0.6,0,1
390,222205.32,142431.13,2.7,0.47,0,0
512,146377.5,213360.19,8.29,0.28,0,0
676,165986.13,143963.66,5.07,0.05,0,0
758,149930.47,288936.04,30.95,0.72,0,0
802,97488.42,81197.06,14.39,0.17,0,0
793,46019.2,103336.34,7.41,0.28,0,0
393,138223.27,158189.77,5.96,0.21,0,1
753,25574.78,9908.83,14.48,0.78,2,1
581,57464.52,24047.71,10.75,0.49,0,0
483,114586.07,69077.08,3.46,0.72,2,1
825,77490.51,171888.91,3.88,0.73,0,0
556,40383.24,84067.23,26.14,0.38,0,1
528,100909.45,79860.53,21.82,0.21,0,1
445,193852.02,76759.01,11.86,0.53,0,1
551,92133.84,210086.61,11.28,0.73,0,0
379,147410.75,145044.96,23.48,0.41,0,0
521,95742.24,210044.87,27.67,0.76,0,1
387,173793.06,29366.65,30.35,0.52,0,0
796,105394.83,315192.85,0.31,0.39,0,1
676,93760.08,98645.65,10.56,0.78,0,0
663,100485.91,161958.73,0.01,0.07,0,0
713,61270.39,111232.13,26.64,0.52,0,1
617,117288.62,321970.78,1.81,0.12,0,0
543,175450.05,278251.79,27.4,0.73,0,0
709,92099.37,212856.05,10.02,0.66,0,1
413,68779.99,202300.6,15.47,0.78,0,1
739,65788.71,124943.34,6.16,0.09,0,0
516,192922.54,80005,5.9,0.52,0,0
407,111328.47,264957.74,24.41,0.23,2,1
792,157146.08,9845.79,31.73,0.21,0,0
341,124863.46,321060.31,30.13,0.23,0,1
510,183285.91,358500.52,25.48,0.77,0,1
468,124612.43,362983.22,29.23,0.32,0,0
635,204708.71,175297.09,4.23,0.65,0,0
532,45492.1,120177.13,14.65,0.43,0,0
619,146682.61,317024.81,16.27,0.36,0,1
633,61554.81,28184.75,33.33,0.52,0,1
380,61349.62,99403.66,2.95,0.2,3,0
451,223129.63,579621.19,27.82,0.26,0,0
770,89690.52,142295.99,8.61,0.59,0,0
452,168399.96,86607.47,12.45,0.55,0,1
413,162969.35,114531.9,4.41,0.14,0,0
480,202402.23,50816.91,28.2,0.72,0,0
656,58502.14,167508.7,1.19,0.68,0,0
453,115426.96,309707.59,7.42,0.25,0,1
684,202881.04,250213.84,25.21,0.6,1,0
499,39737.87,89437.95,15.29,0.61,0,1
511,180968.8,259760.93,31.37,0.28,0,0
664,167868.04,346792.88,2.95,0.24,0,1
815,80881.41,149318.7,4.33,0.53,0,1
793,149716.67,7586.48,24.46,0.68,0,0
714,172790.58,439963.79,15.49,0.37,0,0
459,150967.09,109731.94,17.19,0.08,0,1
357,222392.16,172436.71,1.85,0.58,0,1
361,193420.74,560051.47,32.74,0.1,0,0
686,202482.59,184854.7,18.23,0.47,0,0
401,223707.47,96202.6,21.41,0.18,0,0
545,157307.36,218876.65,26.73,0.58,0,1
307,174214.68,294633.26,6.98,0.55,0,1
579,167572.07,220363.38,28.63,0.57,0,1
556,81205.65,186208.9,2.74,0.32,0,0
704,49229.3,44719.2,34.49,0.42,0,0
694,175586.15,153235.54,1.88,0.2,0,0
837,244626.98,686937.12,8.91,0.56,0,1
430,111210.79,219847.86,12.23,0.22,0,1
635,40517.31,85380.02,32.34,0.36,3,1
605,240768.71,480800.88,4.48,0.62,0,0
353,113419.46,241339.78,19.69,0.76,2,0
719,158636.56,321286.79,8,0.21,0,0
385,199024.83,397546.81,12.86,0.3,0,0
812,224313.43,100908.67,0.2,0.54,0,0
763,248335.1,613947.49,17.07,0.21,0,0
584,159648.98,143488.15,31.09,0.61,0,0
370,94992.81,197195.63,32.23,0.35,0,1
