transaction_id,amount,hour_of_day,distance_from_home_km,transactions_last_24h,is_foreign_transaction,is_online,used_chip,merchant_category,is_fraud
txn_001283,13.57,14,18.5,1,0,1,1,restaurant,0
txn_001284,68.46,11,10.6,2,0,0,1,gas_station,0
txn_001285,12.09,8,24.5,3,0,1,1,gas_station,0
txn_001286,19.04,19,24.9,5,0,1,1,travel,0
txn_001287,85.35,14,5.2,4,1,0,1,gas_station,0
txn_001288,27.28,22,28.2,2,0,1,0,online_shopping,0
txn_001289,98.67,15,16.1,1,0,0,1,entertainment,0
txn_001290,319.33,13,27.4,2,0,0,1,travel,0
txn_001291,7.33,16,25.2,4,0,1,0,online_shopping,0
txn_001292,62.27,12,12.6,5,0,1,1,online_shopping,0
txn_001293,65.61,8,27.3,5,0,0,1,online_shopping,0
txn_001294,39.15,7,30.0,2,0,0,1,gas_station,0
txn_001295,3.17,15,4.6,4,0,1,1,grocery,0
txn_001296,18.65,21,26.5,4,0,1,1,grocery,0
txn_001297,289.03,11,4.0,5,0,1,1,travel,0
txn_001298,55.64,16,13.4,1,0,1,1,online_shopping,0
txn_001299,23.67,14,2.7,5,0,0,1,grocery,0
txn_001300,4.65,8,10.0,2,0,0,1,retail,0
txn_001301,69.83,18,22.2,2,0,1,1,restaurant,0
txn_001302,7.19,22,25.0,1,0,1,1,travel,0
txn_001303,50.93,16,10.5,2,0,1,0,online_shopping,0
txn_001304,160.89,10,24.8,2,0,1,0,grocery,0
txn_001305,12.37,11,16.6,5,0,0,1,restaurant,0
txn_001306,39.08,3,485.9,16,1,1,0,grocery,1
txn_001307,9.26,16,7.6,5,0,1,1,gas_station,0
txn_001308,305.98,1,233.9,14,1,1,0,travel,1
txn_001309,364.81,21,29.6,2,0,1,1,restaurant,0
txn_001310,75.94,13,17.7,5,0,1,1,travel,0
txn_001311,18.75,6,5.2,2,0,0,1,gas_station,0
txn_001312,35.52,15,18.6,1,1,0,1,retail,0
txn_001313,3.16,10,10.3,2,0,0,1,travel,0
txn_001314,46.69,9,29.4,2,0,0,1,gas_station,0
txn_001315,45.21,13,29.6,2,0,0,0,travel,0
txn_001316,42.4,14,19.2,4,0,0,1,retail,0
txn_001317,45.91,19,7.1,3,0,0,1,travel,0
txn_001318,42.66,16,27.1,3,0,1,1,restaurant,0
txn_001319,94.61,17,25.2,1,1,0,1,grocery,0
txn_001320,208.6,17,27.3,3,0,0,1,online_shopping,0
txn_001321,142.92,10,2.2,5,0,1,1,entertainment,0
txn_001322,90.01,21,1.4,3,0,0,1,gas_station,0
txn_001323,184.46,19,3.8,4,0,1,1,grocery,0
txn_001324,91.42,11,27.7,3,0,1,1,grocery,0
txn_001325,31.83,9,6.9,1,0,0,1,grocery,0
txn_001326,74.87,10,14.2,3,0,0,1,online_shopping,0
txn_001327,157.96,3,276.7,12,1,0,0,travel,1
txn_001328,25.61,18,17.1,4,0,1,1,online_shopping,0
txn_001329,34.72,21,8.6,5,0,1,1,grocery,0
txn_001330,86.23,18,17.4,4,0,1,1,retail,0
txn_001331,24.17,17,24.1,2,0,1,1,gas_station,0
txn_001332,11.96,9,7.3,1,0,0,0,grocery,0
txn_001333,84.71,22,12.9,2,0,0,1,retail,0
txn_001334,163.36,22,16.4,2,0,1,0,retail,0
txn_001335,7.1,18,23.9,3,0,1,1,retail,0
txn_001336,31.33,12,13.7,3,0,1,1,retail,0
txn_001337,83.86,19,24.1,2,0,0,1,grocery,0
txn_001338,456.71,4,201.4,15,1,1,0,travel,1
txn_001339,27.75,8,16.9,5,0,0,1,entertainment,0
txn_001340,52.66,9,25.9,3,0,0,1,online_shopping,0
txn_001341,15.12,17,2.0,4,1,1,1,entertainment,0
txn_001342,116.07,6,4.8,2,0,0,1,gas_station,0
txn_001343,113.76,12,0.4,4,0,0,1,travel,0
txn_001344,28.6,13,26.7,1,0,1,1,retail,0
txn_001345,35.37,18,7.4,1,1,0,1,grocery,0
txn_001346,22.44,18,26.7,4,0,0,0,retail,0
txn_001347,794.38,23,334.8,8,1,1,0,retail,1
txn_001348,10.84,9,20.9,2,0,0,1,online_shopping,0
txn_001349,339.03,4,304.7,14,1,1,0,entertainment,1
txn_001350,32.91,12,10.7,4,0,1,1,gas_station,0
txn_001351,49.29,10,25.5,1,0,1,1,entertainment,0
txn_001352,27.77,9,27.4,2,0,1,0,retail,0
txn_001353,120.14,16,26.6,2,0,0,1,restaurant,0
txn_001354,50.89,6,26.9,3,0,0,1,grocery,0
txn_001355,40.85,19,4.1,4,0,1,1,gas_station,0
txn_001356,15.11,22,29.4,2,0,0,1,retail,0
txn_001357,3.65,22,13.4,4,0,1,1,travel,0
txn_001358,61.22,20,5.6,2,0,1,0,gas_station,0
txn_001359,53.42,14,23.2,4,0,0,0,travel,0
txn_001360,16.56,19,23.9,1,0,0,1,restaurant,0
txn_001361,32.36,14,7.0,5,0,1,1,retail,0
txn_001362,37.55,16,5.5,1,0,0,1,grocery,0
txn_001363,65.39,12,4.2,4,0,1,1,grocery,0
txn_001364,8.81,17,4.0,1,0,0,1,grocery,0
txn_001365,17.94,10,17.5,5,0,0,1,entertainment,0
txn_001366,94.64,10,11.2,3,0,1,1,grocery,0
txn_001367,23.85,7,19.2,4,0,1,1,restaurant,0
txn_001368,104.82,15,3.6,1,0,1,1,gas_station,0
txn_001369,14.33,6,4.6,3,0,1,1,restaurant,0
txn_001370,12.34,11,29.8,3,0,1,1,gas_station,0
txn_001371,599.08,1,248.3,15,1,1,0,gas_station,1
txn_001372,32.76,10,17.3,5,0,1,0,online_shopping,0
txn_001373,5.81,22,22.8,1,1,1,1,gas_station,0
txn_001374,17.87,11,21.5,3,0,1,1,travel,0
txn_001375,9.05,19,28.9,4,0,1,1,entertainment,0
txn_001376,9.27,10,15.8,1,0,1,1,retail,0
txn_001377,177.82,19,24.9,5,0,0,1,grocery,0
txn_001378,67.98,20,5.4,4,0,0,1,travel,0
txn_001379,32.73,19,15.0,4,0,1,1,restaurant,0
txn_001380,45.1,20,13.4,4,0,0,1,travel,0
txn_001381,124.54,10,2.8,2,0,0,1,gas_station,0
txn_001382,53.89,21,26.1,2,0,1,1,retail,0
txn_001383,22.61,16,16.7,1,1,0,1,restaurant,0
txn_001384,14.15,6,8.2,3,0,1,1,grocery,0
txn_001385,29.56,18,5.4,4,0,0,1,travel,0
txn_001386,51.77,15,26.3,5,0,0,1,retail,0
txn_001387,32.65,9,9.4,3,0,1,1,entertainment,0
txn_001388,270.55,8,0.8,2,0,1,1,gas_station,0
txn_001389,11.42,8,24.9,3,0,1,1,retail,0
txn_001390,16.3,16,1.9,2,0,1,0,travel,0
txn_001391,28.63,20,22.2,3,0,1,1,retail,0
txn_001392,26.19,8,22.1,5,0,1,1,entertainment,0
txn_001393,31.09,8,6.6,2,0,0,1,gas_station,0
txn_001394,322.2,2,398.3,16,0,0,0,travel,1
txn_001395,19.94,6,20.6,5,0,0,1,entertainment,0
txn_001396,10.9,10,23.0,2,1,0,1,retail,0
txn_001397,133.0,9,26.6,2,0,0,1,grocery,0
txn_001398,5.35,22,4.9,2,0,0,1,travel,0
txn_001399,32.25,12,5.6,2,0,0,1,travel,0
txn_001400,146.56,17,13.9,2,0,1,1,travel,0
txn_001401,25.92,9,24.6,1,1,0,1,travel,0
txn_001402,42.64,21,7.9,4,0,0,1,online_shopping,0
txn_001403,72.89,8,2.5,2,0,0,1,retail,0
txn_001404,56.42,16,4.1,4,0,1,1,online_shopping,0
txn_001405,12.43,23,356.8,12,1,0,0,grocery,1
txn_001406,19.16,21,12.6,2,0,1,1,online_shopping,0
txn_001407,68.76,10,12.2,4,0,0,0,travel,0
txn_001408,81.15,20,26.0,5,0,1,1,retail,0
txn_001409,77.9,9,18.9,2,0,0,1,grocery,0
txn_001410,130.4,18,10.1,1,0,1,0,retail,0
txn_001411,27.65,21,16.3,2,0,1,1,restaurant,0
txn_001412,104.84,19,23.3,3,0,0,1,entertainment,0
txn_001413,10.55,20,25.4,2,0,0,1,online_shopping,0
txn_001414,7.85,10,13.6,5,0,0,0,travel,0
txn_001415,16.44,8,0.9,5,0,0,1,entertainment,0
txn_001416,2.29,12,28.9,5,0,1,1,travel,0
txn_001417,74.24,18,6.7,3,0,0,1,entertainment,0
txn_001418,315.93,7,25.9,2,0,0,0,retail,0
txn_001419,189.24,3,294.2,7,1,1,1,grocery,1
txn_001420,446.68,22,25.7,4,1,1,1,grocery,0
txn_001421,9.62,21,27.5,4,0,0,0,retail,0
txn_001422,9.43,18,6.7,1,0,0,1,entertainment,0
txn_001423,33.79,21,6.8,3,0,0,1,online_shopping,0
txn_001424,418.01,9,26.2,4,0,1,1,retail,0
txn_001425,15.55,14,13.0,3,0,0,1,restaurant,0
txn_001426,33.06,8,15.3,1,0,1,1,online_shopping,0
txn_001427,53.11,8,4.4,1,0,0,1,travel,0
txn_001428,101.08,11,12.2,2,0,1,1,travel,0
txn_001429,94.09,11,26.3,3,0,1,1,entertainment,0
txn_001430,164.51,10,22.9,4,0,0,1,travel,0
txn_001431,133.57,16,13.0,4,0,0,0,retail,0
txn_001432,7.02,9,12.8,4,0,1,1,entertainment,0
txn_001433,95.85,14,3.7,1,1,0,1,online_shopping,0
txn_001434,135.73,13,21.7,3,0,1,1,restaurant,0
txn_001435,91.36,11,28.2,3,0,1,1,restaurant,0
txn_001436,34.6,10,8.4,5,0,0,1,restaurant,0
txn_001437,31.63,22,16.6,2,0,1,1,gas_station,0
txn_001438,62.52,7,15.5,1,0,1,1,travel,0
txn_001439,32.38,11,8.8,2,0,1,1,restaurant,0
txn_001440,17.13,14,18.2,2,0,0,1,restaurant,0
txn_001441,10.18,18,12.6,2,0,1,1,travel,0
txn_001442,279.11,13,0.2,4,0,0,0,travel,0
txn_001443,169.97,6,25.2,1,0,1,1,entertainment,0
txn_001444,27.61,15,17.9,4,0,1,1,online_shopping,0
txn_001445,9.6,22,24.9,1,0,0,1,grocery,0
txn_001446,15.07,20,3.1,2,0,0,1,grocery,0
txn_001447,17.61,7,21.8,1,0,0,1,travel,0
txn_001448,23.59,21,26.7,4,0,0,1,travel,0
txn_001449,62.49,19,28.0,4,0,1,1,grocery,0
txn_001450,8.57,21,9.6,4,0,0,1,retail,0
txn_001451,139.47,8,29.6,4,0,1,1,online_shopping,0
txn_001452,1.45,18,11.4,1,0,0,1,travel,0
txn_001453,6.0,8,13.1,3,0,0,1,gas_station,0
txn_001454,23.14,7,17.8,2,1,0,1,retail,0
txn_001455,87.98,6,4.7,3,0,0,0,retail,0
txn_001456,22.47,13,18.3,3,0,0,1,retail,0
txn_001457,95.49,9,17.2,1,0,1,1,entertainment,0
txn_001458,25.48,20,21.5,1,0,0,1,entertainment,0
txn_001459,30.23,17,29.1,1,0,0,1,gas_station,0
txn_001460,194.09,19,6.4,5,1,1,1,gas_station,0
txn_001461,21.87,22,4.0,3,1,1,0,online_shopping,0
txn_001462,41.21,19,18.1,4,0,1,0,retail,0
txn_001463,70.4,8,3.0,1,0,1,0,entertainment,0
txn_001464,67.68,10,13.3,5,0,1,1,restaurant,0
txn_001465,30.76,7,16.7,1,0,1,1,restaurant,0
txn_001466,8.01,19,13.7,5,0,1,1,retail,0
txn_001467,81.2,22,1.9,5,0,1,1,gas_station,0
txn_001468,30.69,20,3.3,1,0,1,1,restaurant,0
txn_001469,11.62,12,19.3,5,0,0,1,gas_station,0
txn_001470,93.52,11,8.8,3,0,0,1,travel,0
txn_001471,179.56,21,10.8,5,0,1,1,online_shopping,0
txn_001472,101.27,0,93.0,13,1,1,0,online_shopping,1
txn_001473,27.24,12,1.9,3,0,0,1,grocery,0
txn_001474,49.89,7,2.0,4,0,0,1,entertainment,0
txn_001475,3.4,16,2.2,5,0,0,1,retail,0
txn_001476,72.29,1,78.3,16,1,1,0,retail,1
txn_001477,42.83,8,9.4,3,0,1,1,retail,0
txn_001478,46.7,21,22.0,5,0,1,1,gas_station,0
txn_001479,26.57,11,2.7,5,0,1,1,restaurant,0
txn_001480,85.53,17,1.3,2,0,1,1,entertainment,0
txn_001481,10.99,7,27.8,1,0,1,1,entertainment,0
txn_001482,70.31,21,6.1,1,1,0,1,online_shopping,0
txn_001483,209.67,21,21.1,4,1,1,1,retail,0
txn_001484,5.78,8,24.0,3,0,0,1,restaurant,0
txn_001485,75.88,22,25.2,5,0,1,1,restaurant,0
txn_001486,11.4,12,20.7,5,0,0,0,restaurant,0
txn_001487,44.96,7,2.1,1,0,1,1,restaurant,0
txn_001488,37.0,17,21.5,5,0,0,1,restaurant,0
txn_001489,58.04,22,18.3,3,0,0,1,retail,0
txn_001490,387.77,2,378.6,9,0,1,0,grocery,1
txn_001491,18.62,13,22.8,2,0,0,1,entertainment,0
txn_001492,40.62,6,5.4,5,0,0,1,entertainment,0
txn_001493,19.64,18,19.6,5,0,1,1,restaurant,0
txn_001494,87.51,16,28.0,1,0,0,0,online_shopping,0
txn_001495,10.56,10,29.7,4,1,0,1,grocery,0
txn_001496,3021.32,0,342.1,5,0,0,1,grocery,1
txn_001497,21.75,6,29.2,2,0,0,1,gas_station,0
txn_001498,23.32,8,11.9,4,0,0,0,retail,0
txn_001499,21.5,19,10.9,5,0,1,1,retail,0
txn_001500,32.68,8,17.1,5,1,0,1,restaurant,0
txn_001501,25.89,19,15.9,5,0,1,1,retail,0
txn_001502,22.73,2,86.4,16,1,1,1,grocery,1
txn_001503,27.2,16,25.1,5,0,1,1,travel,0
txn_001504,10.54,19,15.4,5,0,0,1,retail,0
txn_001505,33.54,20,3.5,1,0,1,1,travel,0
txn_001506,36.06,18,5.0,1,1,0,1,online_shopping,0
txn_001507,49.51,11,15.8,2,1,1,1,online_shopping,0
txn_001508,8.18,9,17.2,3,0,0,1,retail,0
txn_001509,6.99,10,13.6,5,0,1,1,entertainment,0
txn_001510,35.88,17,6.1,4,0,1,1,restaurant,0
txn_001511,79.4,9,12.2,1,1,0,1,travel,0
txn_001512,481.14,1,295.8,16,0,1,0,travel,1
txn_001513,11.27,21,6.9,2,0,0,1,gas_station,0
txn_001514,194.0,8,29.9,1,1,1,1,travel,0
txn_001515,97.42,13,2.7,2,0,1,1,entertainment,0
txn_001516,13.41,19,6.3,2,0,1,1,grocery,0
txn_001517,10.14,18,22.9,5,0,1,0,travel,0
txn_001518,5.53,22,24.5,2,0,1,1,entertainment,0
txn_001519,64.56,20,7.7,5,0,1,1,travel,0
txn_001520,305.42,22,374.7,16,1,1,0,gas_station,1
txn_001521,150.34,22,14.8,1,0,0,1,restaurant,0
txn_001522,40.79,17,13.0,1,0,1,1,online_shopping,0
txn_001523,104.16,15,8.8,1,0,0,1,entertainment,0
txn_001524,8.42,15,27.8,3,0,1,1,restaurant,0
txn_001525,30.36,8,21.6,5,0,0,1,restaurant,0
txn_001526,24.38,22,5.7,2,0,0,1,gas_station,0
txn_001527,356.07,23,348.8,7,1,1,0,grocery,1
txn_001528,17.08,7,14.5,1,0,0,1,gas_station,0
txn_001529,5.72,8,28.9,4,0,0,1,grocery,0
txn_001530,56.58,13,18.3,3,0,1,1,restaurant,0
txn_001531,13.61,11,2.9,1,0,1,1,entertainment,0
txn_001532,11.99,6,1.9,3,1,1,1,retail,0
txn_001533,14.8,16,3.0,4,0,0,1,gas_station,0
txn_001534,415.3,0,290.5,18,0,1,0,grocery,1
txn_001535,14.19,22,23.5,1,0,1,1,entertainment,0
txn_001536,115.44,18,15.2,2,0,1,1,retail,0
txn_001537,9.15,22,20.8,3,0,0,1,online_shopping,0
txn_001538,37.42,22,9.2,3,0,0,0,travel,0
txn_001539,57.67,22,7.4,5,0,1,1,restaurant,0
txn_001540,107.37,8,28.8,5,0,0,1,gas_station,0
txn_001541,82.7,6,28.0,5,0,1,1,travel,0
txn_001542,62.0,19,21.5,4,0,1,1,travel,0
txn_001543,27.16,15,14.1,3,0,0,1,entertainment,0
txn_001544,56.14,16,1.7,4,0,0,1,travel,0
txn_001545,134.21,21,9.3,4,0,1,0,grocery,0
txn_001546,18.43,17,9.2,3,1,0,1,travel,0
txn_001547,16.74,17,4.0,5,0,1,1,restaurant,0
txn_001548,124.25,17,25.2,1,1,0,1,online_shopping,0
txn_001549,916.3,2,452.5,14,1,1,1,travel,1
txn_001550,39.02,10,3.8,5,0,1,1,grocery,0
txn_001551,10.45,10,9.7,3,0,1,0,online_shopping,0
txn_001552,29.36,21,14.2,5,0,0,1,entertainment,0
txn_001553,32.01,20,21.9,5,1,1,1,retail,0
txn_001554,56.32,15,12.3,5,0,0,1,entertainment,0
txn_001555,76.44,9,1.8,4,0,0,0,retail,0
txn_001556,194.17,10,1.3,2,0,0,1,entertainment,0
txn_001557,169.71,15,1.1,1,0,0,1,restaurant,0
txn_001558,14.66,19,25.6,1,0,1,1,retail,0
txn_001559,16.41,19,22.1,5,0,0,1,online_shopping,0
txn_001560,62.47,11,5.0,3,1,1,1,travel,0
txn_001561,114.71,13,6.1,1,0,0,1,online_shopping,0
txn_001562,14.15,8,0.7,2,0,1,1,travel,0
txn_001563,367.12,15,6.2,2,0,0,1,gas_station,0
txn_001564,21.35,14,15.0,1,0,0,0,retail,0
txn_001565,33.46,19,6.3,4,0,0,1,retail,0
txn_001566,23.04,10,29.3,5,0,1,1,online_shopping,0
txn_001567,47.3,14,12.4,4,0,1,1,grocery,0
txn_001568,10.76,16,28.9,1,1,0,1,restaurant,0
txn_001569,80.57,18,19.6,5,0,0,0,online_shopping,0
txn_001570,20.08,18,29.3,1,1,0,1,grocery,0
txn_001571,20.26,6,2.2,3,0,0,1,entertainment,0
txn_001572,29.31,15,27.9,2,0,1,1,restaurant,0
txn_001573,33.2,8,21.6,3,0,1,1,retail,0
txn_001574,10.99,13,25.9,3,0,0,1,online_shopping,0
txn_001575,73.29,9,2.3,4,0,1,0,restaurant,0
txn_001576,10.72,12,14.5,4,0,0,1,restaurant,0
txn_001577,24.77,16,18.4,5,0,0,1,restaurant,0
txn_001578,186.3,11,15.0,3,0,1,1,online_shopping,0
txn_001579,36.74,18,25.4,4,1,0,1,travel,0
txn_001580,15.46,15,27.6,2,0,1,0,entertainment,0
txn_001581,18.22,9,8.8,4,0,1,1,retail,0
txn_001582,29.87,6,15.3,5,0,0,1,entertainment,0
txn_001583,36.4,7,6.4,3,0,0,1,gas_station,0
txn_001584,100.89,8,28.4,5,1,1,1,entertainment,0
txn_001585,24.02,13,28.4,3,0,1,1,travel,0
txn_001586,39.68,12,14.6,1,0,0,1,entertainment,0
txn_001587,57.22,6,2.3,4,1,0,1,entertainment,0
txn_001588,26.69,12,23.0,2,0,1,1,travel,0
txn_001589,22.77,8,11.4,1,0,1,1,grocery,0
txn_001590,27.21,11,27.6,1,0,0,1,entertainment,0
txn_001591,175.32,19,24.1,5,0,1,1,retail,0
txn_001592,8.11,14,0.5,4,0,0,1,grocery,0
txn_001593,80.8,22,8.8,5,0,1,1,gas_station,0
txn_001594,570.19,9,10.8,5,0,0,1,restaurant,0
txn_001595,55.69,7,26.1,3,0,0,1,retail,0
txn_001596,62.22,14,0.8,3,0,1,0,travel,0
txn_001597,19.0,22,6.4,5,1,0,0,entertainment,0
txn_001598,695.08,22,282.6,16,1,1,0,travel,1
txn_001599,1790.51,22,306.1,8,1,1,0,restaurant,1
txn_001600,59.72,13,2.2,3,0,0,1,travel,0
txn_001601,6.59,10,8.8,2,0,1,1,online_shopping,0
txn_001602,555.3,22,244.1,16,1,1,0,gas_station,1
txn_001603,49.22,11,23.9,3,0,1,1,online_shopping,0
txn_001604,38.03,22,3.2,2,0,0,1,travel,0
txn_001605,64.63,16,9.9,3,0,0,1,gas_station,0
txn_001606,15.34,15,25.4,4,0,0,0,restaurant,0
txn_001607,196.72,11,5.6,4,0,0,0,online_shopping,0
txn_001608,103.05,19,21.4,3,1,1,1,restaurant,0
txn_001609,53.94,14,23.5,3,0,1,1,online_shopping,0
txn_001610,22.31,9,4.7,4,0,0,1,gas_station,0
txn_001611,59.92,14,10.8,2,0,1,1,travel,0
txn_001612,17.96,17,29.2,5,0,0,1,grocery,0
txn_001613,11.37,14,0.6,1,0,0,1,online_shopping,0
txn_001614,69.88,19,22.4,3,0,1,1,online_shopping,0
txn_001615,65.75,16,10.8,2,0,0,1,entertainment,0
txn_001616,32.89,6,1.8,2,1,0,0,travel,0
txn_001617,286.53,16,8.0,2,0,1,1,gas_station,0
txn_001618,17.39,10,9.2,5,0,0,0,retail,0
txn_001619,189.83,15,5.7,5,0,0,1,travel,0
txn_001620,44.86,17,25.7,3,1,0,1,travel,0
txn_001621,138.17,8,12.3,5,0,0,1,retail,0
txn_001622,8.09,7,6.6,2,0,0,1,grocery,0
txn_001623,65.28,19,28.0,3,0,1,0,travel,0
txn_001624,8294.95,1,393.4,17,0,1,0,grocery,1
txn_001625,86.99,22,16.7,1,0,1,0,travel,0
txn_001626,23.89,13,4.7,1,0,1,1,online_shopping,0
txn_001627,63.61,8,14.7,4,0,1,1,retail,0
txn_001628,46.49,13,21.9,1,0,0,1,grocery,0
txn_001629,65.54,21,9.2,4,1,0,1,gas_station,0
txn_001630,90.67,20,8.6,1,1,0,1,online_shopping,0
txn_001631,97.06,6,5.6,1,0,1,1,grocery,0
txn_001632,15.95,20,27.1,3,0,1,1,online_shopping,0
txn_001633,11.56,19,14.5,1,0,0,1,travel,0
txn_001634,44.31,20,1.0,1,0,0,1,gas_station,0
txn_001635,60.32,7,19.9,5,0,0,1,gas_station,0
txn_001636,102.7,19,25.7,2,0,1,0,entertainment,0
txn_001637,45.13,14,4.6,1,0,1,0,retail,0
txn_001638,13.8,14,14.1,2,0,0,1,gas_station,0
txn_001639,10.76,15,10.2,4,0,1,0,entertainment,0
txn_001640,21.33,16,25.7,3,0,0,1,restaurant,0
txn_001641,18.13,14,14.5,1,1,0,1,retail,0
txn_001642,22.72,11,14.5,1,0,0,1,gas_station,0
txn_001643,40.53,8,27.2,3,0,0,1,entertainment,0
txn_001644,33.33,15,19.9,3,0,1,1,gas_station,0
txn_001645,5.78,9,18.0,3,0,1,1,entertainment,0
txn_001646,30.85,20,23.0,3,0,0,1,travel,0
txn_001647,5.58,6,28.2,5,0,1,1,gas_station,0
txn_001648,11.4,12,25.1,3,0,0,1,travel,0
txn_001649,51.42,15,26.8,1,0,0,1,retail,0
txn_001650,15.02,7,2.3,2,0,1,1,retail,0
txn_001651,18.17,13,28.2,2,0,0,0,retail,0
txn_001652,259.08,20,10.0,4,0,1,0,retail,0
txn_001653,7.19,14,3.4,5,1,1,1,restaurant,0
txn_001654,112.66,12,15.3,2,0,0,1,entertainment,0
txn_001655,101.71,11,19.3,2,1,1,0,grocery,0
txn_001656,22.69,19,23.2,1,0,1,1,restaurant,0
txn_001657,62.56,18,18.6,1,0,0,1,entertainment,0
txn_001658,27.82,13,15.6,2,0,1,0,entertainment,0
txn_001659,9.41,20,5.7,3,0,0,1,entertainment,0
txn_001660,37.14,15,2.1,4,0,1,1,restaurant,0
txn_001661,45.28,12,0.4,2,0,1,1,gas_station,0
txn_001662,16.7,6,15.8,1,0,1,1,travel,0
txn_001663,22.87,6,10.7,5,0,0,1,entertainment,0
txn_001664,38.1,16,9.3,3,0,1,0,online_shopping,0
txn_001665,253.26,3,104.5,19,1,0,0,online_shopping,1
txn_001666,9.75,8,4.8,4,0,1,0,grocery,0
txn_001667,29.37,20,23.6,3,0,1,1,retail,0
txn_001668,19.3,13,1.9,1,0,0,0,gas_station,0
txn_001669,14.63,12,1.7,2,0,0,1,travel,0
txn_001670,43.91,12,27.6,2,0,1,1,online_shopping,0
txn_001671,67.07,11,23.6,4,1,1,1,grocery,0
txn_001672,4.26,22,26.8,2,1,1,0,retail,0
txn_001673,2.37,14,6.5,1,0,1,1,restaurant,0
txn_001674,23.93,11,23.2,5,0,0,1,travel,0
txn_001675,410.56,6,19.7,5,0,1,1,travel,0
txn_001676,24.26,15,0.8,1,0,0,1,restaurant,0
txn_001677,52.64,21,2.8,5,0,0,1,grocery,0
txn_001678,39.7,7,3.8,5,0,1,1,entertainment,0
txn_001679,42.3,10,28.5,1,0,1,0,restaurant,0
txn_001680,50.67,12,28.3,1,0,0,1,restaurant,0
txn_001681,36.66,11,20.5,4,0,1,1,restaurant,0
txn_001682,49.4,21,11.8,4,0,0,1,online_shopping,0
txn_001683,70.36,19,7.1,2,0,0,0,travel,0
txn_001684,20.29,10,26.6,4,0,0,1,retail,0
txn_001685,3.47,19,12.3,3,1,1,1,restaurant,0
txn_001686,54.05,7,5.3,4,0,0,1,retail,0
txn_001687,19.59,6,15.8,3,0,0,1,gas_station,0
txn_001688,4.81,18,27.0,4,0,1,1,retail,0
txn_001689,58.01,20,16.3,4,0,0,0,retail,0
txn_001690,203.74,21,26.9,2,0,0,1,restaurant,0
txn_001691,18.9,18,2.5,5,0,0,1,entertainment,0
txn_001692,25.66,15,21.1,5,0,0,1,entertainment,0
txn_001693,5.11,17,22.0,1,0,0,0,entertainment,0
txn_001694,16.23,14,2.6,4,0,0,1,gas_station,0
txn_001695,37.67,9,3.9,5,0,0,0,grocery,0
txn_001696,111.61,15,20.4,1,0,1,0,travel,0
txn_001697,181.83,13,18.9,3,0,1,1,online_shopping,0
txn_001698,37.11,0,252.0,19,0,0,0,retail,1
txn_001699,114.73,14,20.4,4,0,0,1,entertainment,0
txn_001700,58.78,20,29.7,5,1,1,1,travel,0
txn_001701,18.19,20,18.2,5,0,1,1,entertainment,0
txn_001702,1152.0,22,420.9,10,1,1,0,grocery,1
txn_001703,13.34,17,7.3,1,0,0,1,entertainment,0
txn_001704,37.5,20,24.0,4,0,1,1,entertainment,0
txn_001705,36.51,17,7.5,2,0,0,1,gas_station,0
txn_001706,80.14,11,13.3,3,1,1,1,retail,0
txn_001707,23.51,6,23.4,5,0,1,1,restaurant,0
txn_001708,4.89,22,9.3,4,0,0,1,entertainment,0
txn_001709,249.83,13,12.2,2,0,0,0,gas_station,0
txn_001710,124.81,20,17.9,5,0,1,1,grocery,0
txn_001711,72.04,16,9.2,2,0,0,1,restaurant,0
txn_001712,95.84,16,24.7,4,0,1,1,gas_station,0
txn_001713,39.68,14,24.2,2,0,0,1,retail,0
txn_001714,74.55,6,18.4,3,0,0,1,restaurant,0
txn_001715,271.97,3,430.8,16,1,1,0,gas_station,1
txn_001716,5256.59,22,244.7,14,1,1,0,online_shopping,1
txn_001717,129.1,20,27.3,5,0,0,1,grocery,0
txn_001718,18.33,16,26.0,1,0,1,1,entertainment,0
txn_001719,125.24,6,26.3,5,0,0,0,gas_station,0
txn_001720,2.85,22,27.1,3,0,1,1,online_shopping,0
txn_001721,755.33,0,73.1,18,0,1,0,entertainment,1
txn_001722,24.9,8,28.4,3,0,1,1,online_shopping,0
txn_001723,18.78,12,10.0,4,0,1,1,gas_station,0
txn_001724,3.91,22,26.9,4,0,1,1,grocery,0
txn_001725,8.05,14,12.0,3,0,0,1,retail,0
txn_001726,106.82,12,1.0,1,0,0,1,entertainment,0
txn_001727,33.75,15,17.4,1,0,0,1,grocery,0
txn_001728,118.18,9,12.8,3,0,0,1,restaurant,0
txn_001729,59.37,12,13.7,1,0,0,1,retail,0
txn_001730,387.51,3,189.3,10,0,1,0,grocery,1
txn_001731,130.68,12,15.9,5,0,0,0,entertainment,0
txn_001732,746.91,1,307.6,14,0,1,0,entertainment,1
txn_001733,29.95,16,5.5,5,0,1,1,grocery,0
txn_001734,17.45,22,13.3,1,0,0,0,retail,0
txn_001735,21.86,11,16.1,5,0,1,1,restaurant,0
txn_001736,7.88,13,9.8,3,0,1,1,gas_station,0
txn_001737,23.9,22,23.3,2,0,1,0,grocery,0
txn_001738,133.77,3,462.1,7,1,0,1,travel,1
txn_001739,5.29,7,11.7,2,0,1,1,entertainment,0
txn_001740,56.36,16,4.5,5,0,0,1,restaurant,0
txn_001741,9.54,6,16.2,5,0,1,1,gas_station,0
