order_id,customer_id,restaurant_id,order_value,distance_km,estimated_delivery_min,hour_of_day,day_of_week,is_weekend,rain,surge_pricing_multiplier,promo_applied,prep_delay_min,was_cancelled
ord_002415,cust_04224,rest_1278,184,10.76,47,8,Wednesday,0,1,1.0,1,0,0
ord_002416,cust_02624,rest_0993,270,3.77,25,18,Sunday,1,0,1.5,0,0,0
ord_002417,cust_01703,rest_0982,257,8.52,45,17,Sunday,1,1,1.2,0,0,0
ord_002418,cust_01462,rest_1495,111,4.47,38,9,Saturday,1,0,1.0,0,0,0
ord_002419,cust_01220,rest_0024,191,3.8,32,8,Saturday,1,0,1.0,0,3,0
ord_002420,cust_02699,rest_0773,246,12.66,64,21,Friday,0,0,1.0,1,1,0
ord_002421,cust_02916,rest_0241,212,11.67,43,11,Monday,0,0,1.0,1,1,0
ord_002422,cust_03363,rest_1223,445,4.16,28,21,Tuesday,0,0,1.0,0,15,1
ord_002423,cust_04936,rest_0270,367,2.0,31,14,Friday,0,0,1.8,0,0,0
ord_002424,cust_04518,rest_1140,326,4.78,28,12,Thursday,0,0,1.5,1,2,0
ord_002425,cust_04626,rest_0495,334,2.43,28,12,Sunday,1,0,1.0,0,0,0
ord_002426,cust_04526,rest_1373,524,9.75,39,17,Thursday,0,0,1.8,0,3,0
ord_002427,cust_02332,rest_1415,431,7.33,52,18,Friday,0,1,1.0,0,10,0
ord_002428,cust_03370,rest_0421,338,13.82,56,12,Thursday,0,0,1.0,0,1,0
ord_002429,cust_04571,rest_0840,257,2.96,33,12,Friday,0,0,1.0,0,14,0
ord_002430,cust_03543,rest_0536,191,1.88,19,10,Sunday,1,0,1.0,0,0,0
ord_002431,cust_00963,rest_0077,793,5.04,33,20,Tuesday,0,0,1.0,0,3,0
ord_002432,cust_00065,rest_1403,169,1.53,23,22,Friday,0,0,1.0,0,0,0
ord_002433,cust_03813,rest_1024,443,1.82,29,8,Saturday,1,0,1.5,1,0,0
ord_002434,cust_03082,rest_1467,396,3.86,26,11,Tuesday,0,0,1.0,0,5,0
ord_002435,cust_01849,rest_0778,171,1.61,20,22,Monday,0,0,1.0,0,0,0
ord_002436,cust_02812,rest_0361,179,9.58,46,9,Tuesday,0,1,1.0,0,0,1
ord_002437,cust_02021,rest_1441,187,2.55,25,12,Sunday,1,0,1.0,0,0,0
ord_002438,cust_01906,rest_1133,366,10.07,49,13,Saturday,1,0,1.0,0,7,1
ord_002439,cust_01883,rest_0913,331,8.58,50,12,Friday,0,0,1.0,0,4,0
ord_002440,cust_01034,rest_1252,279,4.02,32,8,Friday,0,0,1.2,0,0,0
ord_002441,cust_04009,rest_0743,280,3.71,32,22,Friday,0,0,1.0,0,0,0
ord_002442,cust_04605,rest_1164,200,8.73,51,9,Monday,0,0,1.5,1,7,0
ord_002443,cust_00480,rest_1083,294,9.93,48,21,Thursday,0,0,1.8,1,12,0
ord_002444,cust_02079,rest_0520,303,10.85,56,20,Wednesday,0,0,1.0,0,0,0
ord_002445,cust_02775,rest_0999,384,13.0,49,22,Thursday,0,1,1.0,0,7,0
ord_002446,cust_02393,rest_0089,416,5.11,42,8,Thursday,0,1,1.0,1,8,0
ord_002447,cust_02371,rest_0553,445,11.17,64,21,Thursday,0,0,1.0,1,0,0
ord_002448,cust_02755,rest_0069,856,11.91,59,15,Sunday,1,1,1.0,1,0,0
ord_002449,cust_04271,rest_0900,628,0.73,27,14,Wednesday,0,0,1.5,0,4,0
ord_002450,cust_04449,rest_0009,307,11.88,60,16,Sunday,1,0,1.0,1,0,0
ord_002451,cust_00167,rest_0412,346,4.73,25,8,Friday,0,0,1.0,0,0,1
ord_002452,cust_02679,rest_0866,755,6.07,38,9,Sunday,1,0,1.0,1,2,0
ord_002453,cust_00273,rest_0185,667,10.43,45,10,Sunday,1,0,1.2,1,7,1
ord_002454,cust_00610,rest_0648,447,1.06,17,10,Monday,0,0,1.0,0,9,0
ord_002455,cust_03218,rest_0203,546,6.81,49,20,Monday,0,0,1.0,0,0,0
ord_002456,cust_02846,rest_1156,274,12.48,60,18,Saturday,1,1,1.0,1,0,0
ord_002457,cust_01837,rest_0890,127,9.3,57,19,Sunday,1,0,1.0,0,0,0
ord_002458,cust_04366,rest_0035,192,11.37,57,19,Tuesday,0,1,1.0,0,2,0
ord_002459,cust_00457,rest_0584,211,1.07,14,19,Thursday,0,0,1.2,1,0,1
ord_002460,cust_02910,rest_0108,397,1.89,21,20,Saturday,1,0,1.0,1,1,1
ord_002461,cust_03871,rest_1188,276,11.56,55,4,Monday,0,1,1.0,0,0,0
ord_002462,cust_03011,rest_1265,377,2.6,22,8,Thursday,0,0,1.0,1,4,0
ord_002463,cust_01452,rest_0355,359,0.82,17,9,Wednesday,0,0,1.0,0,0,0
ord_002464,cust_01276,rest_1029,152,9.02,38,19,Friday,0,0,1.0,0,0,0
ord_002465,cust_01844,rest_0817,151,12.35,50,10,Tuesday,0,0,1.2,0,0,1
ord_002466,cust_00858,rest_0931,267,8.13,46,17,Friday,0,0,1.0,0,0,0
ord_002467,cust_00623,rest_0422,226,4.39,26,20,Tuesday,0,1,1.0,0,0,0
ord_002468,cust_02933,rest_1267,78,13.21,56,19,Sunday,1,1,1.0,0,0,1
ord_002469,cust_01673,rest_0733,235,3.11,31,8,Sunday,1,0,1.0,1,0,0
ord_002470,cust_02818,rest_1086,290,13.64,63,21,Wednesday,0,0,1.0,0,0,0
ord_002471,cust_00866,rest_0788,546,8.14,51,13,Saturday,1,0,1.5,1,2,0
ord_002472,cust_00822,rest_0958,144,13.21,57,12,Thursday,0,0,1.2,1,0,0
ord_002473,cust_04058,rest_0401,201,2.02,26,11,Sunday,1,0,1.0,0,0,0
ord_002474,cust_03123,rest_0372,172,14.44,65,12,Saturday,1,0,1.0,1,0,0
ord_002475,cust_00039,rest_0306,308,13.39,72,19,Monday,0,0,1.0,0,5,0
ord_002476,cust_03723,rest_1310,528,9.99,60,19,Saturday,1,0,1.0,0,3,0
ord_002477,cust_03872,rest_0765,128,0.95,21,12,Wednesday,0,0,1.0,1,4,0
ord_002478,cust_01660,rest_0803,203,10.26,47,22,Saturday,1,0,1.2,1,3,0
ord_002479,cust_03261,rest_0295,176,1.22,21,13,Tuesday,0,0,1.0,1,0,0
ord_002480,cust_04693,rest_0408,340,8.59,46,23,Saturday,1,1,1.0,0,0,0
ord_002481,cust_02528,rest_0038,249,0.72,27,13,Sunday,1,0,1.0,0,0,0
ord_002482,cust_02265,rest_0122,179,14.69,60,20,Monday,0,1,1.0,0,0,0
ord_002483,cust_04205,rest_0291,856,6.18,38,17,Wednesday,0,1,1.0,0,5,0
ord_002484,cust_04723,rest_0193,717,11.33,50,13,Tuesday,0,0,1.0,0,0,1
ord_002485,cust_01792,rest_1460,200,4.19,37,11,Saturday,1,0,1.0,1,11,0
ord_002486,cust_03300,rest_1225,242,8.88,42,16,Thursday,0,0,1.0,1,10,0
ord_002487,cust_02140,rest_0626,215,8.52,49,21,Tuesday,0,1,1.0,0,0,0
ord_002488,cust_02380,rest_0300,299,13.15,74,21,Thursday,0,0,1.8,0,0,0
ord_002489,cust_03009,rest_1024,278,3.15,32,12,Wednesday,0,0,1.0,1,0,0
ord_002490,cust_02301,rest_0381,414,9.35,50,20,Saturday,1,0,1.0,1,0,0
ord_002491,cust_00911,rest_0854,276,3.09,31,12,Wednesday,0,0,1.0,1,0,0
ord_002492,cust_01882,rest_0961,476,9.89,56,12,Wednesday,0,0,1.0,0,0,0
ord_002493,cust_01964,rest_1350,715,10.09,53,9,Sunday,1,0,1.0,0,0,0
ord_002494,cust_00970,rest_0986,175,1.09,18,19,Tuesday,0,1,1.0,0,8,0
ord_002495,cust_03277,rest_0434,353,10.66,59,18,Friday,0,0,1.0,0,0,0
ord_002496,cust_01279,rest_1049,184,5.85,37,9,Sunday,1,0,1.2,0,0,0
ord_002497,cust_00213,rest_0793,186,3.07,25,19,Saturday,1,0,1.0,0,1,0
ord_002498,cust_04927,rest_1396,233,13.96,67,8,Monday,0,0,1.0,1,3,0
ord_002499,cust_02591,rest_0038,422,2.77,19,16,Sunday,1,0,1.0,0,0,1
ord_002500,cust_04896,rest_0722,237,12.96,55,18,Thursday,0,0,1.0,1,2,0
ord_002501,cust_01653,rest_0399,260,13.98,71,18,Monday,0,0,1.0,0,0,0
ord_002502,cust_03476,rest_0480,212,8.2,50,8,Friday,0,1,1.0,1,0,0
ord_002503,cust_04597,rest_1137,714,13.0,54,8,Saturday,1,1,1.0,0,0,0
ord_002504,cust_02662,rest_0964,369,8.0,42,17,Friday,0,0,1.5,0,0,0
ord_002505,cust_03848,rest_1264,183,10.72,61,20,Saturday,1,0,1.0,0,0,0
ord_002506,cust_00635,rest_0745,304,12.28,68,17,Saturday,1,0,1.0,0,0,1
ord_002507,cust_00807,rest_1159,250,10.19,37,10,Thursday,0,0,1.0,0,9,1
ord_002508,cust_00394,rest_0828,159,13.53,49,13,Thursday,0,1,1.0,1,2,0
ord_002509,cust_03820,rest_0812,157,12.42,55,9,Monday,0,0,1.8,1,0,1
ord_002510,cust_00146,rest_0670,254,10.51,56,15,Tuesday,0,1,1.5,1,8,0
ord_002511,cust_00288,rest_0049,343,2.78,26,13,Saturday,1,0,1.0,1,3,0
ord_002512,cust_01348,rest_0762,303,11.92,51,16,Wednesday,0,1,1.0,0,2,1
ord_002513,cust_00028,rest_0277,94,6.55,41,11,Monday,0,0,1.0,0,1,0
ord_002514,cust_02280,rest_0169,272,12.34,65,14,Friday,0,0,2.0,0,5,0
ord_002515,cust_01607,rest_1342,366,2.69,18,12,Sunday,1,1,1.0,1,0,0
ord_002516,cust_03599,rest_1356,321,1.77,22,16,Tuesday,0,0,1.0,1,0,0
ord_002517,cust_03350,rest_0051,336,8.03,42,18,Sunday,1,0,1.0,1,5,0
ord_002518,cust_00808,rest_1375,121,10.59,41,7,Tuesday,0,0,1.0,1,0,0
ord_002519,cust_00213,rest_0673,127,4.6,38,22,Sunday,1,0,1.0,1,0,0
ord_002520,cust_01886,rest_1389,139,2.83,23,11,Thursday,0,0,1.0,1,0,0
ord_002521,cust_03269,rest_0401,252,0.75,25,18,Saturday,1,1,1.0,1,7,0
ord_002522,cust_04015,rest_0822,273,8.73,41,20,Sunday,1,0,1.0,0,0,0
ord_002523,cust_00155,rest_0564,255,11.87,64,6,Friday,0,1,1.0,1,3,0
ord_002524,cust_01506,rest_0093,247,2.28,31,9,Tuesday,0,0,1.0,0,0,0
ord_002525,cust_03168,rest_0609,497,9.34,49,20,Wednesday,0,0,1.0,0,0,0
ord_002526,cust_02173,rest_0154,266,10.69,53,12,Sunday,1,1,1.0,0,0,0
ord_002527,cust_04145,rest_0602,174,13.99,64,21,Friday,0,1,1.0,0,1,0
ord_002528,cust_03271,rest_0697,241,13.67,60,18,Thursday,0,0,1.0,1,0,0
ord_002529,cust_02393,rest_1032,250,8.34,56,19,Sunday,1,0,1.0,0,5,1
ord_002530,cust_03274,rest_0029,282,13.07,68,19,Thursday,0,1,1.0,0,6,0
ord_002531,cust_02029,rest_1083,170,1.71,29,17,Wednesday,0,0,1.0,1,6,0
ord_002532,cust_02978,rest_1163,315,0.54,17,12,Saturday,1,0,1.0,0,0,0
ord_002533,cust_04660,rest_0722,851,6.92,40,17,Saturday,1,0,1.8,0,5,0
ord_002534,cust_00772,rest_1212,273,1.71,16,8,Wednesday,0,0,1.0,0,4,0
ord_002535,cust_04095,rest_0403,462,3.74,28,17,Thursday,0,0,1.2,0,0,0
ord_002536,cust_03571,rest_0624,95,14.42,69,8,Tuesday,0,0,1.0,0,0,0
ord_002537,cust_01552,rest_0916,193,2.77,24,19,Sunday,1,0,1.2,0,0,0
ord_002538,cust_02752,rest_0068,187,3.42,23,12,Saturday,1,0,1.0,0,3,0
ord_002539,cust_03527,rest_1390,534,9.75,49,21,Saturday,1,1,1.0,0,2,1
ord_002540,cust_01168,rest_0721,302,12.97,66,22,Thursday,0,1,1.0,1,0,0
ord_002541,cust_01951,rest_1352,522,4.74,29,20,Saturday,1,0,1.0,0,8,0
ord_002542,cust_01688,rest_0249,934,9.59,54,13,Wednesday,0,0,1.0,1,0,1
ord_002543,cust_04587,rest_0538,234,12.19,53,10,Friday,0,1,1.0,1,0,1
ord_002544,cust_00847,rest_1264,213,7.75,45,23,Sunday,1,1,1.0,0,5,0
ord_002545,cust_00298,rest_0438,491,9.06,49,20,Tuesday,0,0,1.0,0,4,0
ord_002546,cust_03633,rest_1273,243,10.68,44,13,Friday,0,0,1.0,0,0,0
ord_002547,cust_01608,rest_1003,276,9.79,52,18,Sunday,1,0,1.0,0,4,1
ord_002548,cust_01796,rest_0980,516,4.38,23,11,Saturday,1,0,1.0,0,1,0
ord_002549,cust_03690,rest_1309,184,5.43,33,23,Monday,0,1,1.0,0,5,0
ord_002550,cust_01137,rest_1237,206,6.37,31,13,Friday,0,0,1.0,1,5,0
ord_002551,cust_03805,rest_1217,113,14.88,64,7,Tuesday,0,1,1.0,0,0,0
ord_002552,cust_02210,rest_0172,95,11.77,53,18,Saturday,1,0,1.0,1,3,0
ord_002553,cust_04860,rest_0649,276,3.93,23,9,Tuesday,0,1,1.2,1,0,1
ord_002554,cust_02928,rest_1299,328,3.83,35,9,Thursday,0,0,1.0,1,0,0
ord_002555,cust_00276,rest_0995,182,6.81,36,17,Saturday,1,0,1.0,1,0,0
ord_002556,cust_04720,rest_1051,374,8.62,43,15,Thursday,0,0,1.0,1,1,0
ord_002557,cust_04259,rest_1073,264,3.63,20,20,Monday,0,0,1.0,0,0,0
ord_002558,cust_00144,rest_0316,565,7.37,35,20,Saturday,1,0,1.0,0,0,0
ord_002559,cust_03486,rest_0610,274,6.11,37,19,Sunday,1,0,1.2,1,0,0
ord_002560,cust_04338,rest_0290,190,1.55,17,15,Friday,0,0,2.0,0,1,0
ord_002561,cust_04741,rest_1199,285,11.08,57,7,Tuesday,0,0,1.5,1,2,0
ord_002562,cust_00618,rest_1244,384,6.49,35,13,Monday,0,0,1.2,0,0,1
ord_002563,cust_04528,rest_0828,243,8.83,34,9,Saturday,1,0,1.0,0,0,0
ord_002564,cust_02942,rest_1278,228,3.27,25,12,Monday,0,1,1.0,1,0,0
ord_002565,cust_01624,rest_0118,458,6.41,35,20,Monday,0,0,1.0,1,3,0
ord_002566,cust_04167,rest_1480,183,7.59,34,13,Tuesday,0,0,1.0,1,3,0
ord_002567,cust_00081,rest_1157,304,3.98,29,21,Monday,0,0,1.0,0,5,0
ord_002568,cust_04309,rest_1380,175,4.56,33,11,Wednesday,0,0,1.0,1,0,0
ord_002569,cust_02494,rest_0613,165,1.7,23,18,Tuesday,0,0,1.0,1,0,0
ord_002570,cust_04238,rest_0464,525,8.62,35,14,Wednesday,0,0,1.0,0,4,1
ord_002571,cust_03757,rest_0380,206,14.38,61,17,Wednesday,0,0,1.5,0,0,0
ord_002572,cust_04634,rest_0394,128,2.79,21,9,Wednesday,0,0,1.0,1,7,1
ord_002573,cust_01200,rest_0596,153,13.88,53,12,Sunday,1,0,1.2,0,4,0
ord_002574,cust_02332,rest_0324,403,7.38,36,13,Wednesday,0,0,1.0,1,0,0
ord_002575,cust_01746,rest_0638,301,13.96,71,9,Monday,0,1,1.0,0,1,1
ord_002576,cust_04804,rest_0185,260,13.67,64,8,Sunday,1,0,1.0,0,2,1
ord_002577,cust_03260,rest_0214,292,8.6,36,0,Tuesday,0,1,1.0,0,8,0
ord_002578,cust_04397,rest_1130,214,9.65,51,11,Thursday,0,0,1.0,1,0,1
ord_002579,cust_00585,rest_0603,473,1.1,21,11,Sunday,1,0,1.0,1,9,0
ord_002580,cust_04288,rest_1220,282,10.16,39,16,Thursday,0,0,1.2,0,0,0
ord_002581,cust_04176,rest_0911,197,1.04,20,21,Saturday,1,0,1.0,1,0,0
ord_002582,cust_04831,rest_1319,215,8.98,57,8,Thursday,0,1,1.2,1,0,0
ord_002583,cust_01297,rest_0068,263,4.4,36,16,Monday,0,0,1.0,0,0,0
ord_002584,cust_00284,rest_1324,182,11.02,54,0,Monday,0,1,1.0,1,6,1
ord_002585,cust_00286,rest_1343,458,6.64,39,8,Friday,0,0,1.0,1,8,0
ord_002586,cust_03360,rest_0579,387,12.78,64,16,Sunday,1,0,1.0,0,0,0
ord_002587,cust_00855,rest_0756,247,5.38,33,21,Thursday,0,0,1.5,0,0,0
ord_002588,cust_03434,rest_1410,157,10.81,53,21,Wednesday,0,0,1.0,0,0,0
ord_002589,cust_04209,rest_1376,338,3.73,27,20,Thursday,0,0,1.0,0,6,0
ord_002590,cust_00182,rest_0095,465,12.49,60,13,Saturday,1,0,1.0,0,5,0
ord_002591,cust_01937,rest_0220,223,6.91,47,10,Thursday,0,0,1.0,0,5,0
ord_002592,cust_04585,rest_0168,244,9.56,55,14,Wednesday,0,1,1.0,0,0,0
ord_002593,cust_03277,rest_0506,141,1.88,20,19,Thursday,0,0,1.5,0,4,0
ord_002594,cust_04404,rest_1493,265,13.8,55,19,Friday,0,0,1.0,1,0,0
ord_002595,cust_02152,rest_0495,198,10.98,50,11,Thursday,0,0,1.0,0,0,0
ord_002596,cust_03523,rest_0482,269,14.28,69,20,Thursday,0,0,1.5,1,0,0
ord_002597,cust_02284,rest_0694,170,13.45,61,12,Sunday,1,0,1.0,0,0,1
ord_002598,cust_00694,rest_0222,271,7.37,47,19,Sunday,1,1,1.5,0,2,1
ord_002599,cust_00538,rest_1101,166,11.02,55,18,Friday,0,0,1.0,1,0,0
ord_002600,cust_03146,rest_0546,152,14.86,58,12,Tuesday,0,0,1.8,0,2,1
ord_002601,cust_02007,rest_1365,174,13.37,62,12,Thursday,0,0,1.0,0,0,0
ord_002602,cust_02596,rest_0444,189,11.65,56,13,Saturday,1,0,1.0,0,3,1
ord_002603,cust_02943,rest_0545,177,11.98,54,21,Sunday,1,0,1.0,1,0,0
ord_002604,cust_04378,rest_0394,225,4.21,33,10,Tuesday,0,0,2.0,0,0,0
ord_002605,cust_04859,rest_0849,224,8.39,52,22,Monday,0,0,1.0,0,4,0
ord_002606,cust_03976,rest_0576,657,4.26,28,7,Saturday,1,1,1.0,0,3,0
ord_002607,cust_00857,rest_0211,388,6.52,47,11,Tuesday,0,0,1.0,0,3,0
ord_002608,cust_02087,rest_0941,217,11.17,51,16,Saturday,1,0,1.8,0,0,0
ord_002609,cust_04089,rest_0757,228,5.37,32,16,Friday,0,0,1.2,0,1,0
ord_002610,cust_02980,rest_0541,352,13.95,53,21,Thursday,0,0,1.2,1,6,0
ord_002611,cust_03772,rest_0668,259,1.46,27,12,Saturday,1,0,1.0,0,0,1
ord_002612,cust_04703,rest_0498,223,1.35,28,10,Saturday,1,0,1.0,0,4,0
ord_002613,cust_04652,rest_1453,278,7.63,51,12,Wednesday,0,0,1.0,1,5,0
ord_002614,cust_02224,rest_1001,341,12.12,51,11,Saturday,1,1,1.0,1,9,0
ord_002615,cust_01803,rest_0290,447,9.68,44,21,Thursday,0,0,1.2,0,0,1
ord_002616,cust_02797,rest_0225,240,14.51,67,20,Saturday,1,0,1.0,0,3,0
ord_002617,cust_03305,rest_0826,369,13.16,71,20,Monday,0,1,1.0,0,0,1
ord_002618,cust_03086,rest_0205,307,12.04,62,20,Saturday,1,0,1.0,1,7,0
ord_002619,cust_02095,rest_0123,228,1.18,28,7,Wednesday,0,0,1.0,0,0,0
ord_002620,cust_00359,rest_0602,335,13.56,70,12,Sunday,1,0,1.0,0,0,0
ord_002621,cust_01930,rest_0568,292,4.62,37,17,Thursday,0,0,1.0,0,0,0
ord_002622,cust_04890,rest_0712,252,10.71,53,19,Wednesday,0,0,1.5,1,2,0
ord_002623,cust_04751,rest_0184,260,10.66,61,20,Sunday,1,0,1.0,0,0,0
ord_002624,cust_00574,rest_0704,577,6.16,48,21,Sunday,1,0,1.0,1,4,0
ord_002625,cust_00194,rest_0113,471,1.11,21,7,Thursday,0,1,1.0,0,0,0
ord_002626,cust_04965,rest_0975,231,8.24,46,19,Sunday,1,1,1.5,0,1,0
ord_002627,cust_01748,rest_1008,500,1.42,26,13,Sunday,1,0,1.8,0,3,0
ord_002628,cust_03621,rest_0762,306,3.4,36,17,Friday,0,0,1.0,0,0,0
ord_002629,cust_00581,rest_1008,473,14.98,62,9,Monday,0,0,1.0,1,12,0
ord_002630,cust_03758,rest_0343,297,6.94,36,12,Friday,0,1,1.0,1,0,0
ord_002631,cust_03432,rest_0442,271,10.05,45,16,Saturday,1,0,1.0,0,0,0
ord_002632,cust_01698,rest_1440,238,6.26,37,13,Friday,0,0,1.0,0,8,0
ord_002633,cust_00877,rest_1018,113,6.01,35,20,Saturday,1,0,1.0,1,2,0
ord_002634,cust_04389,rest_1203,413,4.07,38,9,Monday,0,0,1.0,0,1,1
ord_002635,cust_03350,rest_0387,557,13.38,51,19,Monday,0,0,1.8,0,8,1
ord_002636,cust_01477,rest_0119,368,10.17,56,21,Tuesday,0,1,1.0,1,0,1
ord_002637,cust_01663,rest_0644,165,5.23,27,20,Wednesday,0,0,1.0,0,7,0
ord_002638,cust_04895,rest_0227,285,6.67,44,11,Wednesday,0,1,1.0,0,0,0
ord_002639,cust_01304,rest_1267,362,0.5,17,17,Saturday,1,0,1.2,1,0,0
ord_002640,cust_04958,rest_1418,404,5.62,31,13,Sunday,1,0,1.0,0,0,0
ord_002641,cust_03204,rest_0126,136,14.39,54,9,Thursday,0,1,1.0,0,0,0
ord_002642,cust_01263,rest_0517,247,8.54,43,15,Saturday,1,0,1.0,1,0,0
ord_002643,cust_01246,rest_1399,326,0.52,23,17,Wednesday,0,0,1.0,1,0,0
ord_002644,cust_01947,rest_1477,114,4.16,33,14,Saturday,1,0,1.0,0,0,0
ord_002645,cust_00606,rest_0601,291,4.15,29,21,Sunday,1,1,1.0,0,0,0
ord_002646,cust_03695,rest_0129,182,3.58,35,19,Sunday,1,0,1.0,0,0,0
ord_002647,cust_04073,rest_0283,259,11.9,55,18,Thursday,0,0,1.2,1,0,0
ord_002648,cust_03928,rest_1343,340,9.63,57,19,Monday,0,0,1.0,0,0,0
ord_002649,cust_03615,rest_0581,699,2.02,17,7,Friday,0,0,1.0,1,4,0
ord_002650,cust_03032,rest_0197,224,1.37,14,6,Sunday,1,0,1.2,1,0,0
ord_002651,cust_01605,rest_0677,196,14.01,55,11,Saturday,1,0,1.0,0,2,0
ord_002652,cust_02305,rest_0525,415,11.54,57,12,Friday,0,1,1.0,1,0,0
ord_002653,cust_02291,rest_0921,238,6.43,33,12,Saturday,1,0,1.0,0,0,0
ord_002654,cust_01174,rest_0069,111,13.77,63,22,Tuesday,0,1,1.0,0,0,0
ord_002655,cust_00058,rest_1146,216,7.42,50,13,Sunday,1,1,1.2,1,1,1
ord_002656,cust_02592,rest_0761,382,13.29,44,8,Friday,0,0,1.0,1,1,0
ord_002657,cust_03753,rest_0600,190,12.79,56,23,Monday,0,1,1.0,0,0,0
ord_002658,cust_00588,rest_0994,296,8.54,51,17,Friday,0,0,1.0,1,0,0
ord_002659,cust_01655,rest_0400,285,3.58,32,14,Saturday,1,0,1.0,0,0,0
ord_002660,cust_04341,rest_0402,321,13.6,55,6,Friday,0,0,1.0,0,0,0
ord_002661,cust_01867,rest_0951,493,3.0,29,13,Wednesday,0,0,1.0,0,6,0
ord_002662,cust_01251,rest_0920,381,4.38,26,18,Sunday,1,0,1.5,0,10,0
ord_002663,cust_04306,rest_0687,88,2.84,18,17,Saturday,1,1,1.0,0,0,0
ord_002664,cust_01452,rest_0343,462,7.2,47,12,Wednesday,0,0,1.8,1,3,0
ord_002665,cust_03517,rest_0025,424,8.9,42,19,Wednesday,0,0,1.0,1,0,0
ord_002666,cust_01394,rest_1051,475,9.15,44,10,Thursday,0,0,1.0,1,0,0
ord_002667,cust_00977,rest_0937,687,12.07,58,14,Friday,0,0,1.0,0,0,0
ord_002668,cust_01267,rest_1193,274,1.28,24,12,Friday,0,0,1.5,0,0,0
ord_002669,cust_02854,rest_1486,442,9.23,50,19,Wednesday,0,1,1.0,1,0,0
ord_002670,cust_00819,rest_0897,337,11.28,40,5,Friday,0,0,1.0,0,0,1
ord_002671,cust_02551,rest_0201,271,12.5,61,9,Sunday,1,0,1.0,0,0,0
ord_002672,cust_04002,rest_0047,351,12.72,54,13,Thursday,0,0,1.0,0,0,1
ord_002673,cust_02803,rest_0442,237,5.89,26,12,Thursday,0,0,1.0,0,1,0
ord_002674,cust_00148,rest_1211,253,3.98,37,19,Wednesday,0,1,1.0,0,8,0
ord_002675,cust_04202,rest_1130,201,7.14,42,17,Saturday,1,0,1.0,0,0,0
ord_002676,cust_02351,rest_1108,623,10.67,54,7,Wednesday,0,0,1.0,0,0,0
ord_002677,cust_02155,rest_0714,378,10.23,48,18,Saturday,1,0,1.0,0,0,0
ord_002678,cust_01283,rest_1437,665,6.12,45,8,Sunday,1,0,1.0,0,0,0
ord_002679,cust_02863,rest_0214,284,12.85,66,18,Friday,0,1,1.0,0,0,0
ord_002680,cust_02839,rest_0125,397,13.35,68,12,Tuesday,0,0,1.0,0,6,0
ord_002681,cust_03299,rest_1387,523,5.22,41,14,Sunday,1,0,1.5,0,0,0
ord_002682,cust_02407,rest_0770,187,1.42,16,11,Sunday,1,0,1.0,0,3,0
ord_002683,cust_04388,rest_1492,720,10.93,54,21,Saturday,1,0,1.0,0,2,0
ord_002684,cust_01475,rest_0239,452,4.68,39,22,Tuesday,0,0,1.0,0,1,0
ord_002685,cust_01036,rest_0530,246,8.15,43,18,Thursday,0,0,1.5,0,0,0
ord_002686,cust_02108,rest_1034,233,5.29,39,11,Thursday,0,0,1.0,1,3,0
ord_002687,cust_00535,rest_0911,175,12.6,55,15,Friday,0,0,1.0,0,2,0
ord_002688,cust_00613,rest_0540,223,4.65,37,15,Sunday,1,0,1.5,0,2,0
ord_002689,cust_02992,rest_0482,157,11.63,53,9,Wednesday,0,1,1.0,0,0,0
ord_002690,cust_00750,rest_1245,228,8.74,42,21,Thursday,0,1,1.0,0,0,0
ord_002691,cust_04070,rest_1107,187,6.17,32,14,Thursday,0,0,1.0,0,4,0
ord_002692,cust_03399,rest_1261,482,8.9,46,20,Friday,0,1,1.2,0,0,0
ord_002693,cust_04548,rest_0019,153,12.72,57,21,Saturday,1,0,1.0,0,0,0
ord_002694,cust_02990,rest_0479,407,7.72,40,8,Saturday,1,0,1.0,1,0,0
ord_002695,cust_02663,rest_1306,86,14.05,63,12,Saturday,1,1,1.2,0,0,0
ord_002696,cust_00567,rest_1188,468,7.38,30,8,Wednesday,0,0,1.5,0,10,0
ord_002697,cust_03340,rest_0212,442,1.02,19,8,Tuesday,0,1,1.0,0,0,0
ord_002698,cust_04302,rest_0982,974,14.94,50,17,Friday,0,0,1.0,0,0,0
ord_002699,cust_00884,rest_0721,173,13.36,66,15,Monday,0,0,1.0,0,13,0
ord_002700,cust_03097,rest_0751,315,5.21,24,9,Saturday,1,0,1.0,0,0,0
ord_002701,cust_00873,rest_0778,165,12.61,64,11,Sunday,1,0,1.0,0,10,0
ord_002702,cust_03690,rest_0052,166,0.88,21,17,Sunday,1,0,1.0,1,0,1
ord_002703,cust_04158,rest_1064,142,8.64,43,11,Sunday,1,0,1.8,0,0,0
ord_002704,cust_02783,rest_1093,294,1.04,21,20,Sunday,1,0,1.0,0,1,0
ord_002705,cust_03075,rest_0689,309,12.71,69,19,Wednesday,0,1,1.0,0,4,0
ord_002706,cust_04279,rest_0444,221,3.12,26,21,Saturday,1,0,1.0,0,8,0
ord_002707,cust_04545,rest_0550,205,7.73,38,9,Monday,0,0,1.0,0,0,0
ord_002708,cust_02409,rest_0728,301,2.92,20,19,Sunday,1,0,1.5,1,0,0
ord_002709,cust_04778,rest_0473,199,11.05,44,18,Tuesday,0,0,1.0,1,0,0
