restaurant_id,name,cuisine,zone,avg_rating,num_reviews,avg_order_value,avg_delivery_time_min,prep_time_min,distance_km,is_promoted,monthly_orders,active_hours
rest_0279,Oven Garden,Mexican,Malleshwaram,3.33,1080,435,25,12,3.93,0,2405,19
rest_0280,Blue_Tokai Cafe,Pizza,Domlur,3.01,471,188,39,11,10.93,0,1662,8
rest_0281,Grill Garden,Mexican,Electronic_City,3.23,1083,268,31,11,7.86,0,3712,17
rest_0282,Golden Stop,South_Indian,Yeshwanthpur,2.57,69,172,27,9,5.96,0,129,19
rest_0283,Vidyarthi Stop,South_Indian,Domlur,4.01,1485,255,23,13,9.52,0,4075,17
rest_0284,Pasta Corner,Healthy_Bowls,Basavanagudi,3.04,219,145,16,16,2.89,0,839,13
rest_0285,Oven Kitchen,North_Indian,Domlur,4.1,4903,935,29,17,1.36,0,16223,12
rest_0286,Momo Corner,Street_Food,Indiranagar,4.16,523,1082,36,25,1.83,0,1897,8
rest_0287,Royal Junction,Japanese,Yeshwanthpur,3.66,946,582,28,12,4.44,0,1688,14
rest_0288,Empire Bowl,Healthy_Bowls,Rajajinagar,3.47,418,117,19,19,11.79,0,1509,9
rest_0289,Vidyarthi Grill,Street_Food,KR_Puram,2.77,204,251,34,8,10.62,0,676,10
rest_0290,Shivaji Republic,South_Indian,Sarjapur,3.28,1391,326,42,17,8.2,0,3262,16
rest_0291,Desi Delight,Japanese,Silk_Board,3.65,1435,457,24,11,11.25,1,3966,15
rest_0292,Paradise Hub,South_Indian,Rajajinagar,3.63,619,220,27,22,3.2,0,1638,20
rest_0293,Veena House,Healthy_Bowls,Rajajinagar,3.35,1068,498,20,13,0.91,0,3068,9
rest_0294,Biryani Studio,Continental,Jayanagar,3.18,184,160,16,11,4.32,0,629,17
rest_0295,Truffles Bowl,Street_Food,Whitefield,4.59,217,673,45,24,4.8,0,383,10
rest_0296,Vidyarthi Point,Biryani,Bommanahalli,3.36,854,286,45,16,1.74,0,2165,18
rest_0297,Brahmin Stop,Thai,Basavanagudi,4.45,4544,989,42,28,6.05,0,12590,10
rest_0298,Wok Plate,Healthy_Bowls,Electronic_City,4.59,2836,803,37,28,11.03,0,9659,12
rest_0299,Nandhini Cafe,Biryani,Bellandur,2.71,318,234,38,16,8.57,0,1161,19
rest_0300,Bowl Eatery,Mexican,Yelahanka,3.88,77,296,35,10,8.48,0,177,9
rest_0301,Momo Delight,Desserts,Koramangala,3.23,347,221,21,16,9.53,0,1373,18
rest_0302,Flame Junction,Healthy_Bowls,Indiranagar,2.94,395,199,26,15,10.48,1,1322,11
rest_0303,Empire Garden,Continental,Old_Airport_Road,4.06,831,355,45,20,1.12,0,2791,11
rest_0304,Veena Garden,Cafe,Yeshwanthpur,3.47,396,209,38,17,8.84,0,785,15
rest_0305,Third_Wave Point,Pizza,Indiranagar,3.92,316,264,28,10,8.66,0,596,10
rest_0306,Meghana House,Desserts,Old_Airport_Road,3.49,426,408,45,15,6.68,0,736,11
rest_0307,Bowl Stop,Fast_Food,Hebbal,3.48,1316,412,37,10,4.48,1,2764,18
rest_0308,Bombay Hut,Biryani,Banashankari,2.54,274,261,26,16,5.62,0,441,18
rest_0309,Third_Wave House,South_Indian,MG_Road,3.66,283,82,17,11,9.4,0,1036,14
rest_0310,Desi Palace,Continental,Old_Airport_Road,3.61,232,222,17,19,0.77,0,763,8
rest_0311,Urban House,North_Indian,MG_Road,3.34,304,261,23,14,7.75,0,785,8
rest_0312,Empire Stop,South_Indian,Banashankari,4.65,718,1005,43,16,1.33,0,2742,9
rest_0313,Biryani Eatery,South_Indian,Yelahanka,3.16,212,261,15,15,3.03,0,713,20
rest_0314,Delhi Bites,Japanese,Silk_Board,4.44,72,421,37,14,0.56,0,215,16
rest_0315,Urban Bites,Italian,Silk_Board,3.59,118,171,35,16,2.62,0,358,12
rest_0316,Golden Lab,Street_Food,Yeshwanthpur,3.58,187,300,26,25,4.61,0,594,11
rest_0317,Desi Bites,Thai,HSR_Layout,2.98,240,152,36,12,2.25,0,700,20
rest_0318,Curry Delight,Chinese,Koramangala,4.22,1362,374,31,14,4.31,0,3677,15
rest_0319,Meghana Bites,Street_Food,Banashankari,4.58,871,1073,29,32,8.94,0,2670,19
rest_0320,Fresh Kitchen,Healthy_Bowls,Basavanagudi,4.26,1235,362,38,16,6.84,0,3530,16
rest_0321,Shivaji Diner,Desserts,Electronic_City,3.49,1257,493,29,14,6.37,0,3132,16
rest_0322,Royal Stop,Italian,Bommanahalli,3.64,81,178,20,17,8.08,0,317,19
rest_0323,Paradise Garden,South_Indian,Marathahalli,3.26,473,407,45,21,11.06,0,1751,8
rest_0324,Curry Point,Mexican,Basavanagudi,3.56,589,431,38,15,4.85,0,1748,9
rest_0325,Blue_Tokai Hut,Fast_Food,Malleshwaram,3.83,1287,203,24,24,1.39,0,4000,11
rest_0326,Delhi Hub,Chinese,Malleshwaram,4.26,1403,292,45,20,6.04,0,3783,11
rest_0327,Tandoor Diner,Healthy_Bowls,Sarjapur,4.04,4898,874,29,35,10.74,0,9145,10
rest_0328,Flame Hub,Continental,BTM_Layout,3.93,88,551,43,19,2.99,0,265,15
rest_0329,Shivaji Hub,Italian,Sarjapur,4.23,422,449,36,18,8.38,0,1606,17
rest_0330,Empire Hut,Chinese,Whitefield,4.47,4331,947,29,34,5.97,1,13152,8
rest_0331,Urban Republic,Japanese,Electronic_City,3.31,10,277,39,18,6.5,0,24,8
rest_0332,Grill Republic,Desserts,BTM_Layout,4.25,1476,430,33,14,9.31,0,5572,9
rest_0333,Momo Eatery,Cafe,Banashankari,3.45,64,431,23,10,2.86,0,224,14
rest_0334,Truffles Point,Chinese,Sarjapur,2.88,447,198,33,13,11.91,0,1114,11
rest_0335,Vidyarthi Lab,Desserts,Banashankari,3.68,1186,394,29,21,5.08,0,2188,18
rest_0336,Tandoor Point,Italian,Basavanagudi,3.64,1177,446,41,11,11.59,0,1781,9
rest_0337,Delhi Republic,Cafe,Bommanahalli,3.28,504,348,39,11,11.2,0,1260,18
rest_0338,Paradise Factory,North_Indian,Jayanagar,3.9,275,143,16,20,6.43,0,571,10
rest_0339,Royal Hub,South_Indian,Marathahalli,3.03,212,169,21,16,8.59,1,805,16
rest_0340,Momo Plate,Healthy_Bowls,Banashankari,3.02,427,141,34,11,5.15,0,645,10
rest_0341,Vidyarthi Studio,South_Indian,Banashankari,4.26,1158,1042,33,32,7.11,0,3746,14
rest_0342,Masala Factory,Japanese,Bellandur,3.79,256,106,17,14,11.93,0,817,11
rest_0343,Meghana Studio,Continental,Koramangala,2.9,157,100,36,19,1.37,0,601,15
rest_0344,Curry Dhaba,Italian,KR_Puram,4.43,1449,572,26,25,3.2,0,3050,12
rest_0345,Bowl Garden,Italian,JP_Nagar,3.03,408,103,17,18,6.17,0,618,16
rest_0346,Green Republic,Fast_Food,Bommanahalli,4.37,1226,548,35,15,11.03,0,2698,11
rest_0347,Green Studio,Fast_Food,BTM_Layout,3.66,244,295,37,16,8.43,0,373,11
rest_0348,Truffles Eatery,Healthy_Bowls,Marathahalli,3.54,601,389,39,20,6.24,0,1217,19
rest_0349,Nandhini Corner,Street_Food,MG_Road,4.47,1454,291,23,18,6.89,0,5293,11
rest_0350,Delhi Plate,Chinese,Rajajinagar,2.76,265,110,35,16,4.13,0,719,12
rest_0351,Golden Hut,South_Indian,Old_Airport_Road,3.48,570,391,40,13,4.35,0,1369,16
rest_0352,Flame Dhaba,North_Indian,Sarjapur,4.78,1829,861,45,35,11.76,0,4044,13
rest_0353,Third_Wave Republic,Desserts,Silk_Board,3.3,1306,315,40,14,7.87,0,4990,14
rest_0354,Urban Hub,Fast_Food,JP_Nagar,4.05,597,442,32,18,9.48,0,2296,19
rest_0355,Blue_Tokai Factory,Pizza,MG_Road,3.23,530,465,43,12,5.07,0,921,15
rest_0356,Golden Kitchen,Desserts,BTM_Layout,4.49,262,305,24,12,10.68,0,595,11
rest_0357,Blue_Tokai Hub,North_Indian,Indiranagar,3.79,176,270,29,16,6.81,0,323,19
rest_0358,Wok Grill,Thai,Bellandur,4.03,1205,374,40,19,6.04,0,2491,9
rest_0359,Veena Bites,Fast_Food,Sarjapur,3.59,50,409,44,14,5.9,0,76,15
rest_0360,Truffles Palace,Pizza,Banashankari,3.52,1372,356,32,17,5.36,0,2879,20
rest_0361,Pasta House,Chinese,Electronic_City,4.03,1315,381,42,25,0.72,0,2135,16
rest_0362,Chai Junction,Mexican,Bellandur,2.85,87,83,21,13,9.54,0,238,13
rest_0363,Brahmin Bowl,Desserts,Indiranagar,4.3,349,222,44,22,5.91,1,691,12
rest_0364,Empire Kitchen,South_Indian,Old_Airport_Road,4.2,957,299,21,16,9.37,0,2682,11
rest_0365,Shivaji Hut,Japanese,Yelahanka,2.74,382,89,32,16,6.03,0,858,13
rest_0366,Bowl Point,Italian,Yeshwanthpur,3.22,615,434,32,17,0.98,1,2127,15
rest_0367,Urban Garden,Chinese,Rajajinagar,4.56,691,448,45,19,9.6,0,1253,11
rest_0368,Curry Lab,Desserts,Yeshwanthpur,3.71,234,241,15,19,8.83,0,497,8
rest_0369,Paradise Bowl,Street_Food,Banashankari,4.11,438,427,37,21,5.89,0,1607,17
rest_0370,Tandoor House,Continental,Electronic_City,4.27,1159,347,20,22,10.65,0,3534,13
rest_0371,Oven Cafe,Mexican,HSR_Layout,3.31,208,122,36,15,2.27,0,459,14
rest_0372,Desi Studio,Japanese,HSR_Layout,4.84,1663,1099,31,18,1.64,0,4868,14
rest_0373,Truffles Garden,Thai,Old_Airport_Road,4.84,1909,925,27,29,1.2,0,5526,14
rest_0374,Fresh Palace,Continental,Whitefield,4.21,3356,552,41,22,11.4,0,9719,16
rest_0375,Vidyarthi Plate,South_Indian,Yeshwanthpur,4.08,1488,466,23,15,6.82,0,4109,18
rest_0376,Veena Dhaba,Cafe,Hebbal,4.5,811,365,40,23,4.22,0,1704,16
rest_0377,Bowl Hut,Desserts,Banashankari,2.88,241,178,27,8,11.8,0,720,16
rest_0378,Madras Bites,North_Indian,Yelahanka,2.82,171,85,37,12,6.38,0,500,17
rest_0379,Green Factory,Fast_Food,Electronic_City,4.33,4969,600,33,24,5.1,1,18855,19
rest_0380,Fresh Plate,Fast_Food,Rajajinagar,4.27,1462,481,23,19,9.8,1,3587,20
rest_0381,Golden Cafe,Fast_Food,Sarjapur,4.33,514,499,39,10,7.77,0,840,16
rest_0382,Third_Wave Bowl,Italian,Electronic_City,4.66,3418,1177,49,34,1.54,0,8817,20
rest_0383,Madras Cafe,South_Indian,Rajajinagar,3.26,867,305,32,23,2.0,0,1592,16
rest_0384,Pasta Republic,Pizza,Yeshwanthpur,3.93,1123,298,22,18,4.22,0,4279,9
rest_0385,Vidyarthi Delight,Fast_Food,Malleshwaram,3.65,1392,210,29,15,7.59,0,5533,15
rest_0386,Delhi Factory,North_Indian,JP_Nagar,3.69,225,245,21,17,11.16,0,826,12
rest_0387,Royal Cafe,Mexican,Whitefield,3.81,729,284,37,16,6.52,0,1564,15
rest_0388,Blue_Tokai Express,Biryani,MG_Road,4.18,2422,442,45,15,8.09,1,7647,18
rest_0389,Spice Bites,Healthy_Bowls,Yeshwanthpur,4.47,1091,591,23,20,7.37,0,1876,11
rest_0390,Third_Wave Factory,Continental,Old_Airport_Road,4.22,4536,644,40,27,0.71,0,14564,13
rest_0391,Biryani Garden,Continental,Marathahalli,3.44,459,165,15,16,3.09,0,1080,14
rest_0392,Madras House,Mexican,BTM_Layout,4.08,1331,475,33,17,5.4,0,3035,17
rest_0393,Madras Palace,Japanese,Electronic_City,4.09,464,545,29,14,10.95,0,1589,18
rest_0394,Tandoor Cafe,South_Indian,Banashankari,4.14,427,327,24,10,10.62,0,1082,14
rest_0395,Madras Hub,North_Indian,Bommanahalli,3.99,1304,292,27,17,4.63,0,4199,15
rest_0396,Madras Studio,Healthy_Bowls,Bommanahalli,4.04,426,541,35,25,2.72,0,673,20
rest_0397,Vidyarthi Garden,Mexican,Domlur,3.64,43,119,29,17,4.24,0,113,11
rest_0398,Empire Plate,Fast_Food,BTM_Layout,4.17,1266,414,40,11,5.69,0,4516,8
rest_0399,Oven Studio,Continental,BTM_Layout,2.56,208,194,35,8,5.55,0,771,20
rest_0400,Golden Bowl,Continental,Electronic_City,4.04,235,489,23,15,11.29,0,761,10
rest_0401,Brahmin Grill,Cafe,Old_Airport_Road,3.82,56,135,37,18,9.66,0,184,9
rest_0402,Veena Diner,Fast_Food,HSR_Layout,3.7,1097,445,25,22,1.0,0,2114,13
rest_0403,Golden Delight,Biryani,Yelahanka,3.94,157,218,18,10,0.54,0,535,8
rest_0404,Paradise Lab,Desserts,Koramangala,3.84,494,436,35,24,1.41,0,1482,11
rest_0405,Chai Eatery,Japanese,Banashankari,2.81,104,113,35,13,10.32,1,329,17
rest_0406,Biryani Cafe,Cafe,HSR_Layout,4.38,1660,529,34,34,8.55,0,4864,16
rest_0407,Wok Factory,Mexican,KR_Puram,3.25,662,329,32,12,10.2,0,1100,15
rest_0408,Madras Point,Mexican,Marathahalli,3.74,479,478,39,11,8.89,1,1471,9
rest_0409,Shivaji Plate,Mexican,Bommanahalli,3.98,157,174,25,12,11.94,0,374,10
rest_0410,Paradise Republic,Desserts,MG_Road,2.85,158,295,15,9,7.69,1,283,11
rest_0411,Bowl Kitchen,Japanese,Jayanagar,2.88,44,148,31,16,0.57,0,141,13
rest_0412,Nandhini Plate,Thai,Bommanahalli,3.75,109,153,25,18,5.96,0,173,10
rest_0413,Shivaji Junction,Japanese,Bellandur,3.31,181,182,28,19,6.49,1,527,18
rest_0414,Spice Palace,Thai,Domlur,4.39,774,226,24,18,4.4,0,1887,16
rest_0415,Tandoor Grill,Thai,BTM_Layout,3.35,681,482,30,11,1.5,0,2514,13
rest_0416,Bowl Studio,Biryani,MG_Road,4.71,1855,1131,39,31,6.05,1,5101,11
rest_0417,Masala Republic,Mexican,Basavanagudi,3.63,251,529,36,14,0.92,0,619,16
rest_0418,Biryani Express,Japanese,Bommanahalli,3.0,465,90,31,20,4.09,0,1368,12
rest_0419,Bowl Cafe,Italian,Jayanagar,3.89,953,468,28,14,1.82,0,3712,16
rest_0420,Bowl Lab,Fast_Food,Banashankari,3.38,1492,522,38,17,4.08,0,5566,16
rest_0421,Shivaji Stop,North_Indian,Whitefield,3.31,852,272,39,24,4.09,0,3019,19
rest_0422,Urban Factory,Thai,Electronic_City,4.72,4036,478,34,35,5.85,0,8391,11
rest_0423,Delhi Eatery,Biryani,Malleshwaram,4.11,1412,332,30,24,1.25,0,2516,15
rest_0424,Brahmin Hub,Biryani,Malleshwaram,3.37,260,362,42,13,7.97,0,905,16
rest_0425,Brahmin Hut,Thai,Sarjapur,3.52,375,590,32,12,9.86,0,1116,20
rest_0426,Rameshwaram Grill,Desserts,Hebbal,3.51,1407,468,43,25,7.35,1,3255,9
rest_0427,Veena Hub,Biryani,BTM_Layout,4.1,3304,662,45,16,9.9,1,12284,20
rest_0428,Veena Palace,Italian,Domlur,2.95,416,281,24,14,11.02,0,1653,17
rest_0429,Golden Dhaba,Cafe,Banashankari,2.5,296,261,26,9,10.46,0,618,19
rest_0430,Curry Bowl,Pizza,BTM_Layout,3.91,1406,269,24,16,10.2,0,3375,14
rest_0431,Spice Junction,Mexican,Rajajinagar,3.96,79,99,35,20,5.74,0,274,17
rest_0432,Rameshwaram Eatery,Chinese,Bellandur,3.92,971,354,27,15,0.59,0,2665,19
rest_0433,Third_Wave Corner,Pizza,Banashankari,3.24,127,427,42,21,6.04,1,409,10
rest_0434,Brahmin Studio,South_Indian,Basavanagudi,2.63,251,219,36,18,7.79,1,877,12
rest_0435,Biryani Plate,Desserts,KR_Puram,4.02,1234,268,21,19,7.68,0,2735,9
rest_0436,Chai Corner,Healthy_Bowls,Marathahalli,4.1,1630,1128,48,19,4.75,0,3159,20
rest_0437,Oven Republic,Chinese,Basavanagudi,3.01,53,293,34,10,9.16,0,134,14
rest_0438,Oven Stop,Street_Food,Silk_Board,3.47,756,222,28,13,5.84,1,2034,15
rest_0439,Veena Hut,Japanese,Hebbal,3.52,31,101,32,18,10.21,0,93,18
rest_0440,Chai Cafe,Biryani,Marathahalli,2.88,309,166,39,18,8.94,0,918,11
rest_0441,Desi Stop,Street_Food,Malleshwaram,3.57,445,214,39,12,7.33,1,1662,11
rest_0442,Bombay Bowl,South_Indian,HSR_Layout,2.69,346,248,35,17,2.62,0,614,10
rest_0443,Flame Bites,Street_Food,Domlur,3.46,482,299,39,14,8.18,0,1650,12
rest_0444,Chai Express,Pizza,BTM_Layout,3.28,592,271,22,25,2.81,0,1469,18
rest_0445,Delhi Lab,Desserts,Sarjapur,4.04,954,486,23,11,7.07,1,2028,15
rest_0446,Spice Republic,Chinese,Yeshwanthpur,4.41,1411,356,24,20,7.11,0,3934,20
rest_0447,Meghana Cafe,Japanese,Yelahanka,4.02,1375,236,37,20,5.79,1,4697,18
rest_0448,Pasta Hub,Continental,Indiranagar,3.49,163,233,18,18,6.09,0,605,15
rest_0449,Spice Plate,Thai,JP_Nagar,3.28,1157,457,35,24,0.69,0,2716,13
rest_0450,Green Hut,South_Indian,Jayanagar,3.5,244,287,32,10,3.18,0,409,19
rest_0451,Wok Diner,North_Indian,Yelahanka,2.65,322,118,33,9,1.72,0,883,20
rest_0452,Grill House,Desserts,Jayanagar,4.25,1439,361,23,14,11.59,0,2925,8
rest_0453,Fresh Point,Biryani,Electronic_City,2.75,199,202,29,11,0.97,0,348,18
rest_0454,Urban Kitchen,North_Indian,MG_Road,3.56,313,275,28,19,9.38,0,1011,11
rest_0455,Veena Delight,Italian,MG_Road,3.25,418,487,39,12,9.5,0,990,8
rest_0456,Oven Palace,South_Indian,Basavanagudi,3.43,451,247,32,16,9.36,0,1419,12
rest_0457,Golden Palace,South_Indian,Electronic_City,3.95,252,189,20,18,1.12,0,607,11
rest_0458,Rameshwaram Corner,Fast_Food,Bommanahalli,3.64,32,103,16,16,9.53,0,86,9
rest_0459,Veena Grill,Thai,Hebbal,4.17,717,292,23,20,3.23,0,1815,11
rest_0460,Fresh Republic,Thai,Rajajinagar,4.39,1970,1142,39,20,2.07,0,6500,18
rest_0461,Meghana Corner,Italian,Hebbal,4.62,688,624,28,29,2.47,0,1622,12
rest_0462,Delhi Grill,Cafe,Koramangala,3.26,1013,493,36,11,5.03,0,3570,19
rest_0463,Desi Factory,Street_Food,JP_Nagar,4.68,3531,1160,29,26,7.95,0,6097,15
rest_0464,Biryani Hub,Mexican,Bellandur,3.62,22,295,29,20,8.59,0,43,13
rest_0465,Royal Diner,South_Indian,BTM_Layout,3.0,26,145,39,12,7.54,0,76,11
rest_0466,Masala Plate,Cafe,Indiranagar,4.38,795,555,23,22,7.62,0,1919,10
rest_0467,Bowl Junction,Fast_Food,JP_Nagar,4.04,1238,548,42,16,9.25,0,2848,12
rest_0468,Third_Wave Stop,Pizza,Marathahalli,4.34,3906,789,41,18,6.62,0,13918,12
rest_0469,Veena Eatery,Fast_Food,Domlur,3.71,491,274,21,15,4.99,1,955,9
rest_0470,Desi Hub,Biryani,Whitefield,3.24,457,125,35,8,11.65,0,1304,10
rest_0471,Curry Republic,Thai,Domlur,3.76,237,181,33,10,4.02,0,823,11
rest_0472,Momo Express,Chinese,Malleshwaram,4.44,1316,570,42,19,2.52,0,4303,18
rest_0473,Madras Factory,Biryani,Malleshwaram,3.93,121,466,31,14,6.71,0,230,12
rest_0474,Curry Junction,North_Indian,Silk_Board,3.86,1375,482,35,19,9.17,0,5479,18
rest_0475,Veena Cafe,Mexican,Whitefield,3.85,81,229,18,12,7.6,1,166,13
rest_0476,Urban Cafe,North_Indian,Bommanahalli,3.96,504,513,44,18,1.46,0,1826,18
rest_0477,Nandhini Palace,Street_Food,Hebbal,3.87,164,563,31,22,10.32,0,397,13
rest_0478,Meghana Dhaba,Biryani,Bellandur,2.63,382,275,38,14,3.82,0,1342,14
rest_0479,Vidyarthi Junction,Healthy_Bowls,KR_Puram,3.39,671,390,36,20,11.54,1,2274,9
rest_0480,Wok Hut,Biryani,Banashankari,4.27,668,534,29,25,5.83,0,1046,8
rest_0481,Delhi Corner,Biryani,Yeshwanthpur,3.21,344,227,24,14,10.93,0,1070,8
rest_0482,Bombay Corner,Street_Food,HSR_Layout,3.67,1034,426,28,25,9.91,0,2515,19
rest_0483,Madras Dhaba,Chinese,Indiranagar,3.75,779,219,29,12,9.31,0,1525,9
rest_0484,Curry Cafe,Healthy_Bowls,Domlur,2.91,367,231,18,16,9.97,0,562,16
rest_0485,Momo Dhaba,Desserts,Rajajinagar,4.4,383,241,24,17,9.64,0,1109,19
rest_0486,Blue_Tokai Lab,Mexican,Banashankari,3.7,223,181,17,9,11.12,0,601,12
rest_0487,Wok Bowl,Biryani,Koramangala,2.68,75,268,19,19,1.94,0,136,9
rest_0488,Bombay House,North_Indian,Rajajinagar,2.56,65,87,36,16,5.89,0,245,8
rest_0489,Bombay Eatery,Italian,KR_Puram,2.78,189,86,19,19,11.41,0,447,10
rest_0490,Third_Wave Plate,Thai,JP_Nagar,3.29,1234,505,36,16,11.59,0,2380,20
rest_0491,Meghana Hut,Pizza,Jayanagar,3.73,693,249,23,14,4.65,0,1538,19
rest_0492,Green House,Fast_Food,Rajajinagar,4.26,2755,950,39,22,3.84,0,10023,11
rest_0493,Paradise Stop,South_Indian,BTM_Layout,4.06,224,248,32,22,11.74,0,751,10
rest_0494,Fresh Dhaba,Italian,Hebbal,4.3,877,249,33,25,8.71,0,2591,12
rest_0495,Flame Republic,Street_Food,JP_Nagar,3.37,253,495,22,25,11.68,0,621,18
rest_0496,Brahmin Palace,Biryani,Domlur,3.86,1160,337,37,10,0.86,0,2988,9
rest_0497,Empire Factory,Fast_Food,BTM_Layout,3.25,412,423,44,19,2.39,0,1061,12
rest_0498,Tandoor Studio,North_Indian,BTM_Layout,3.97,823,447,31,19,0.82,0,1327,13
rest_0499,Meghana Plate,Thai,Koramangala,3.44,204,101,26,13,1.15,0,430,11
rest_0500,Urban Bowl,South_Indian,Yelahanka,4.15,4610,661,39,28,10.87,0,9987,19
rest_0501,Empire Cafe,Thai,Whitefield,2.65,355,125,30,16,8.17,0,680,12
rest_0502,Truffles Delight,Italian,Rajajinagar,4.47,204,536,37,16,1.05,0,814,14
rest_0503,Grill Eatery,Mexican,HSR_Layout,3.37,313,154,17,17,5.97,0,633,20
rest_0504,Fresh Diner,Healthy_Bowls,Yelahanka,3.59,1408,416,26,23,7.69,0,3707,20
rest_0505,Wok Kitchen,Japanese,Old_Airport_Road,3.44,1072,285,43,24,7.84,0,3775,20
rest_0506,Golden Studio,Italian,Malleshwaram,3.51,1453,506,33,23,10.05,0,2413,11
rest_0507,Tandoor Corner,Japanese,Bommanahalli,3.51,357,277,27,19,6.94,0,924,18
rest_0508,Flame Corner,Japanese,Banashankari,4.31,1045,513,21,12,3.93,0,1733,14
rest_0509,Truffles Stop,Japanese,HSR_Layout,4.29,337,294,38,13,10.03,0,1305,16
rest_0510,Bombay Cafe,Fast_Food,KR_Puram,3.71,390,132,28,11,2.51,0,1530,15
rest_0511,Rameshwaram Republic,Japanese,JP_Nagar,3.82,489,112,30,19,4.04,0,1522,17
rest_0512,Oven Corner,Continental,BTM_Layout,4.45,793,561,41,13,3.22,0,2066,8
rest_0513,Biryani House,Cafe,JP_Nagar,4.32,378,566,40,20,9.32,0,950,8
rest_0514,Rameshwaram Point,Healthy_Bowls,MG_Road,3.26,190,173,38,16,5.71,0,297,8
rest_0515,Tandoor Garden,Continental,Old_Airport_Road,3.75,400,109,34,18,11.3,0,1051,19
rest_0516,Spice Lab,Japanese,Bommanahalli,4.38,997,279,42,15,7.61,1,2991,10
rest_0517,Urban Dhaba,Chinese,KR_Puram,4.65,3764,1019,39,30,8.71,1,7439,20
rest_0518,Bowl Bites,Mexican,Domlur,3.43,348,212,28,17,10.93,0,843,18
rest_0519,Bowl Bowl,Pizza,Old_Airport_Road,3.98,199,238,21,11,3.2,0,750,17
rest_0520,Green Kitchen,Biryani,Basavanagudi,3.59,858,469,24,11,3.49,0,2367,13
rest_0521,Brahmin Junction,South_Indian,Hebbal,3.15,143,106,16,10,11.69,0,314,13
rest_0522,Rameshwaram Bites,Cafe,Marathahalli,4.19,590,407,33,15,11.94,0,2011,10
rest_0523,Golden Garden,Chinese,Indiranagar,3.41,1006,375,35,11,11.87,0,2919,15
rest_0524,Wok Hub,Mexican,Basavanagudi,3.34,349,209,33,8,7.06,0,886,9
rest_0525,Truffles Grill,Cafe,Whitefield,2.73,51,181,37,18,7.73,0,110,18
rest_0526,Green Diner,Thai,Bellandur,4.15,1215,252,21,19,1.14,0,2037,17
rest_0527,Empire House,Pizza,Marathahalli,4.45,866,236,26,15,5.13,0,2700,18
rest_0528,Biryani Stop,Thai,Electronic_City,3.32,802,405,35,24,5.98,0,2331,14
rest_0529,Urban Delight,Desserts,Malleshwaram,3.76,922,237,36,20,8.28,0,2875,19
rest_0530,Delhi Junction,Japanese,Yelahanka,3.28,161,205,32,9,6.4,0,447,14
rest_0531,Flame Grill,South_Indian,Basavanagudi,4.67,3991,544,30,27,5.29,1,13014,13
rest_0532,Flame Cafe,Cafe,MG_Road,3.3,1287,304,41,13,0.71,0,3201,8
rest_0533,Nandhini Bites,South_Indian,Electronic_City,4.17,330,957,31,15,7.96,0,1031,14
rest_0534,Shivaji Kitchen,Healthy_Bowls,Bellandur,3.46,1216,532,32,11,1.68,0,4400,14
rest_0535,Vidyarthi Republic,Mexican,KR_Puram,3.92,645,215,32,25,8.83,0,2475,15
rest_0536,Grill Bowl,North_Indian,Basavanagudi,4.52,4732,451,45,28,1.84,0,14464,18
rest_0537,Tandoor Bites,Mexican,Jayanagar,3.77,1089,288,41,20,10.31,0,3580,15
rest_0538,Empire Delight,Healthy_Bowls,Domlur,3.04,251,256,20,17,8.44,0,430,15
rest_0539,Meghana Stop,Chinese,MG_Road,3.84,26,257,25,14,3.11,1,75,15
rest_0540,Desi Bowl,North_Indian,Bellandur,3.94,396,104,18,20,9.49,0,1531,16
rest_0541,Veena Studio,Street_Food,Silk_Board,2.73,196,154,19,9,5.55,0,497,20
rest_0542,Shivaji Cafe,Biryani,Basavanagudi,3.55,899,344,41,17,9.17,0,2296,11
rest_0543,Truffles Kitchen,Street_Food,Electronic_City,3.58,274,288,17,13,11.79,0,523,8
rest_0544,Nandhini Express,Japanese,Yeshwanthpur,3.95,1343,592,45,19,10.69,0,4367,12
rest_0545,Nandhini Factory,Japanese,Jayanagar,3.44,326,223,37,13,9.49,0,818,11
rest_0546,Green Lab,Fast_Food,BTM_Layout,3.61,74,195,32,12,6.38,0,168,13
rest_0547,Tandoor Kitchen,North_Indian,Banashankari,3.51,672,491,36,13,10.18,0,1444,16
rest_0548,Meghana Point,North_Indian,Yeshwanthpur,3.17,303,242,29,13,9.76,0,1203,17
rest_0549,Grill Dhaba,Biryani,Yelahanka,3.72,303,228,37,14,3.35,0,702,17
rest_0550,Rameshwaram Delight,South_Indian,HSR_Layout,4.8,4101,572,27,26,5.13,0,11882,20
rest_0551,Rameshwaram Factory,Mexican,Rajajinagar,3.13,93,112,19,15,1.99,0,303,16
rest_0552,Bowl Factory,Street_Food,Indiranagar,3.92,199,283,18,17,1.77,0,482,12
rest_0553,Truffles Bites,Fast_Food,Yelahanka,3.24,342,257,38,23,10.78,1,1273,11
rest_0554,Green Delight,Street_Food,KR_Puram,3.79,741,513,35,14,6.3,0,1965,15
rest_0555,Veena Junction,Healthy_Bowls,Silk_Board,4.24,1410,449,32,17,4.4,0,2276,18
rest_0556,Veena Plate,Biryani,Yeshwanthpur,4.15,403,858,50,24,1.92,0,1168,11
rest_0557,Golden Grill,Continental,Jayanagar,3.25,19,106,32,10,3.66,0,38,19
