user_id,avg_watch_hours,genre_diversity_score,subscription_type,days_active,completion_rate,device_primary
user_00516,6.87,0.79,premium,30,0.76,smart_tv
user_00517,4.2,0.57,standard,26,0.73,desktop
user_00518,3.11,0.47,standard,11,0.68,tablet
user_00519,2.19,0.5,standard,11,0.54,smart_tv
user_00520,2.84,0.57,premium,14,0.65,smart_tv
user_00521,1.8,0.4,ad_supported,19,0.44,mobile
user_00522,4.37,0.66,premium,10,0.76,tablet
user_00523,0.58,0.1,ad_supported,11,0.32,tablet
user_00524,9.26,0.43,premium,28,0.7,smart_tv
user_00525,1.93,0.15,basic,9,0.34,mobile
user_00526,3.44,0.96,premium,22,0.68,smart_tv
user_00527,6.89,0.86,premium,30,0.69,desktop
user_00528,7.39,0.51,premium,30,0.72,desktop
user_00529,5.76,0.48,premium,30,0.83,smart_tv
user_00530,3.55,0.53,standard,13,0.62,smart_tv
user_00531,3.13,1,premium,25,0.82,smart_tv
user_00532,2.42,0.23,basic,22,0.56,mobile
user_00533,5.68,0.87,premium,27,0.82,desktop
user_00534,3.88,0.7,standard,9,0.6,smart_tv
user_00535,5.49,0.94,premium,20,0.65,desktop
user_00536,1.83,0.26,basic,17,0.33,mobile
user_00537,8.31,0.34,premium,24,0.73,desktop
user_00538,3.04,0.74,premium,27,0.67,desktop
user_00539,3.25,0.48,standard,8,0.5,tablet
user_00540,6.15,0.51,standard,23,0.88,desktop
user_00541,6.5,0.71,premium,25,0.86,desktop
user_00542,4.8,0.55,standard,22,0.8,smart_tv
user_00543,1.28,0.38,basic,20,0.47,mobile
user_00544,6.68,0.82,premium,23,0.72,smart_tv
user_00545,7.19,0.54,premium,26,0.92,smart_tv
user_00546,2.98,0.2,basic,17,0.36,mobile
user_00547,9.3,0.44,standard,24,0.89,desktop
user_00548,2.61,0.53,standard,14,0.6,tablet
user_00549,9.2,0.4,standard,27,0.84,smart_tv
user_00550,2.87,0.39,ad_supported,24,0.41,mobile
user_00551,2.03,0.58,standard,9,0.77,tablet
user_00552,0.91,0.25,ad_supported,6,0.23,tablet
user_00553,0.6,0.15,basic,11,0.35,mobile
user_00554,5.34,0.63,premium,30,0.84,smart_tv
user_00555,9.83,0.57,premium,26,0.8,desktop
user_00556,1.88,0.22,ad_supported,8,0.21,tablet
user_00557,4.57,0.59,premium,28,0.77,smart_tv
user_00558,2.82,0.34,ad_supported,24,0.39,mobile
user_00559,1.34,0.35,standard,20,0.32,mobile
user_00560,6.09,0.74,premium,23,0.7,smart_tv
user_00561,3.92,0.63,premium,27,0.7,desktop
user_00562,6.96,0.5,standard,27,0.85,desktop
user_00563,1.59,0.22,ad_supported,6,0.25,mobile
user_00564,1.12,0.32,ad_supported,21,0.46,mobile
user_00565,6.52,0.86,premium,25,0.82,desktop
user_00566,0.96,0.35,ad_supported,5,0.37,tablet
user_00567,4.35,0.41,standard,10,0.65,smart_tv
user_00568,6.56,0.56,standard,22,0.84,smart_tv
user_00569,2.07,0.5,standard,25,0.38,mobile
user_00570,3.79,0.68,standard,12,0.58,smart_tv
user_00571,1.44,0.16,ad_supported,11,0.27,mobile
user_00572,2.2,0.49,ad_supported,19,0.39,mobile
user_00573,2.53,0.47,basic,25,0.5,mobile
user_00574,0.74,0.35,ad_supported,15,0.35,tablet
user_00575,1.38,0.3,ad_supported,17,0.36,mobile
user_00576,2.07,0.44,basic,25,0.41,mobile
user_00577,5,0.35,premium,23,0.9,smart_tv
user_00578,2.24,0.51,standard,10,0.59,tablet
user_00579,6.72,0.62,premium,30,0.64,smart_tv
user_00580,2.68,0.48,premium,9,0.76,tablet
user_00581,0.52,0.29,ad_supported,7,0.33,tablet
user_00582,3.77,0.83,premium,30,0.82,smart_tv
user_00583,7.31,0.43,standard,27,0.94,smart_tv
user_00584,4.1,0.53,standard,14,0.69,smart_tv
user_00585,6.62,0.49,premium,25,0.81,smart_tv
user_00586,1.5,0.17,ad_supported,7,0.29,tablet
user_00587,2.58,0.42,standard,17,0.38,mobile
user_00588,8.26,0.35,premium,29,0.7,desktop
user_00589,6.13,0.65,premium,28,0.8,smart_tv
user_00590,3.11,0.42,basic,22,0.59,mobile
user_00591,3.54,0.77,premium,11,0.53,smart_tv
user_00592,1.45,0.46,basic,19,0.59,mobile
user_00593,1.88,0.23,basic,11,0.36,mobile
user_00594,4.34,0.58,premium,12,0.74,tablet
user_00595,1.59,0.4,standard,19,0.43,mobile
user_00596,3.94,0.78,premium,23,0.75,desktop
user_00597,4.5,0.68,standard,26,0.83,desktop
user_00598,3.49,0.54,standard,9,0.58,tablet
user_00599,1.4,0.21,ad_supported,11,0.29,tablet
user_00600,1.32,0.24,ad_supported,9,0.47,tablet
user_00601,2.59,0.39,standard,17,0.45,mobile
user_00602,3.33,0.85,premium,28,0.88,smart_tv
user_00603,2.59,0.54,premium,12,0.54,tablet
user_00604,3.23,0.48,standard,15,0.54,mobile
user_00605,0.72,0.17,ad_supported,14,0.28,tablet
user_00606,4.26,0.47,standard,12,0.64,tablet
user_00607,3.25,0.38,basic,17,0.57,mobile
user_00608,1.78,0.27,ad_supported,12,0.44,mobile
user_00609,6.87,0.45,standard,23,0.92,smart_tv
user_00610,1.55,0.4,ad_supported,23,0.55,mobile
user_00611,6.95,0.61,standard,25,0.74,desktop
user_00612,7.28,0.62,standard,30,0.71,desktop
user_00613,2.79,0.41,standard,11,0.52,smart_tv
user_00614,3.91,0.59,premium,12,0.7,tablet
user_00615,8.91,0.54,premium,27,0.87,desktop
user_00616,2.27,0.61,standard,14,0.8,tablet
user_00617,4.89,0.68,standard,11,0.79,tablet
user_00618,1.52,0.28,basic,6,0.26,mobile
user_00619,5.38,0.64,premium,24,0.85,smart_tv
user_00620,1.43,0.33,basic,13,0.49,tablet
user_00621,5.17,0.63,premium,27,0.71,smart_tv
user_00622,7.51,0.63,premium,30,0.78,desktop
user_00623,5.41,0.45,standard,26,0.85,smart_tv
user_00624,1.64,0.37,basic,7,0.45,tablet
user_00625,2.14,0.35,basic,15,0.52,mobile
user_00626,7.47,0.42,premium,22,0.87,smart_tv
user_00627,2,0.76,standard,8,0.76,tablet
user_00628,6.75,0.71,premium,24,0.74,smart_tv
user_00629,4.2,0.61,standard,9,0.7,tablet
user_00630,5.1,0.97,premium,29,0.87,smart_tv
user_00631,0.59,0.3,ad_supported,6,0.5,tablet
user_00632,3.4,0.88,premium,29,0.68,smart_tv
user_00633,4.54,0.56,standard,11,0.57,smart_tv
user_00634,9.37,0.53,premium,28,0.86,desktop
user_00635,0.57,0.16,ad_supported,11,0.24,tablet
user_00636,1.94,0.41,ad_supported,24,0.32,mobile
user_00637,3.25,0.43,basic,24,0.46,mobile
user_00638,2.11,0.25,basic,21,0.41,mobile
user_00639,1.78,0.31,basic,14,0.42,mobile
user_00640,5.09,0.5,standard,28,0.9,desktop
user_00641,6.05,0.65,premium,26,0.73,smart_tv
user_00642,2.79,0.42,ad_supported,21,0.53,mobile
user_00643,4.47,0.54,premium,14,0.68,tablet
user_00644,6.71,0.94,premium,30,0.7,desktop
user_00645,4.17,0.56,standard,26,0.71,desktop
user_00646,1.32,0.28,basic,8,0.39,tablet
user_00647,4.47,0.9,premium,26,0.72,desktop
user_00648,7.15,0.65,premium,30,0.77,smart_tv
user_00649,4.98,0.52,standard,13,0.79,tablet
user_00650,2.43,0.32,basic,21,0.48,mobile
user_00651,6.91,0.58,standard,23,0.75,smart_tv
user_00652,2.87,0.28,standard,23,0.54,mobile
user_00653,1.42,0.13,ad_supported,6,0.24,mobile
user_00654,1.7,0.29,ad_supported,7,0.31,tablet
user_00655,1.14,0.29,ad_supported,6,0.41,mobile
user_00656,5.29,0.62,premium,28,0.78,smart_tv
user_00657,2.51,0.25,basic,19,0.43,mobile
user_00658,3.42,0.51,standard,8,0.72,tablet
user_00659,1.13,0.31,basic,14,0.38,tablet
user_00660,5.71,0.98,premium,29,0.7,desktop
user_00661,1.63,0.22,ad_supported,8,0.32,mobile
user_00662,3.77,0.78,premium,27,0.79,desktop
user_00663,6.17,0.61,premium,27,0.8,smart_tv
user_00664,5.33,0.98,premium,26,0.73,smart_tv
user_00665,2.17,0.74,premium,10,0.59,tablet
user_00666,2.66,0.5,standard,11,0.6,tablet
user_00667,2.15,0.23,standard,15,0.39,mobile
user_00668,1.94,0.37,ad_supported,8,0.41,tablet
user_00669,6.17,0.35,premium,25,0.92,smart_tv
user_00670,7.97,0.43,premium,26,0.86,desktop
user_00671,3.78,0.54,standard,13,0.59,smart_tv
user_00672,1.03,0.21,basic,8,0.22,tablet
user_00673,1.49,0.4,ad_supported,14,0.44,mobile
user_00674,0.74,0.13,basic,5,0.21,tablet
user_00675,2.14,0.27,basic,17,0.48,mobile
user_00676,2.73,0.26,standard,20,0.56,mobile
user_00677,6.63,0.4,standard,26,0.82,desktop
user_00678,2.58,0.27,ad_supported,24,0.45,mobile
user_00679,4.65,0.4,standard,8,0.63,tablet
user_00680,1.76,0.29,ad_supported,15,0.5,mobile
user_00681,1.3,0.3,basic,9,0.43,mobile
user_00682,9.62,0.66,premium,25,0.73,desktop
user_00683,2.65,0.47,premium,10,0.58,smart_tv
user_00684,5.17,0.66,standard,28,0.83,smart_tv
user_00685,1.25,0.21,basic,10,0.31,mobile
user_00686,6.41,0.61,premium,23,0.9,smart_tv
user_00687,5.46,0.98,premium,30,0.84,smart_tv
user_00688,2.16,0.53,standard,9,0.8,smart_tv
user_00689,3.04,0.37,ad_supported,25,0.31,mobile
user_00690,3.38,0.43,standard,23,0.34,mobile
user_00691,2.16,0.43,standard,12,0.69,tablet
user_00692,5.97,0.49,standard,23,0.7,desktop
user_00693,3.43,0.74,premium,25,0.78,desktop
user_00694,0.61,0.11,basic,13,0.45,tablet
user_00695,7.3,0.49,premium,29,0.81,desktop
user_00696,2.54,0.21,basic,17,0.47,mobile
user_00697,1.78,0.32,basic,12,0.49,mobile
user_00698,5.69,1,premium,23,0.67,desktop
user_00699,6.62,0.58,premium,29,0.76,smart_tv
user_00700,0.92,0.19,basic,6,0.46,mobile
user_00701,9.06,0.4,premium,29,0.81,smart_tv
user_00702,0.98,0.21,ad_supported,14,0.24,mobile
user_00703,4.41,0.74,premium,8,0.79,smart_tv
user_00704,4.09,0.63,standard,28,0.91,desktop
user_00705,1.98,0.24,basic,5,0.37,tablet
user_00706,0.65,0.18,ad_supported,13,0.26,mobile
user_00707,6.38,0.98,premium,23,0.74,desktop
user_00708,6.02,0.92,premium,27,0.85,desktop
user_00709,2.23,0.21,basic,18,0.55,mobile
user_00710,4.35,0.57,standard,23,0.75,smart_tv
user_00711,4.83,0.58,standard,10,0.56,smart_tv
user_00712,2.52,0.73,premium,8,0.63,smart_tv
user_00713,3.02,0.3,standard,20,0.46,mobile
user_00714,1.58,0.41,standard,17,0.58,mobile
user_00715,1.84,0.47,ad_supported,20,0.46,mobile
user_00716,6.13,0.56,standard,23,0.88,smart_tv
user_00717,1.47,0.39,basic,12,0.37,mobile
user_00718,5.65,0.59,standard,29,0.88,smart_tv
user_00719,1.32,0.46,basic,19,0.41,mobile
user_00720,4.2,0.53,standard,9,0.51,tablet
user_00721,4.95,0.46,standard,23,0.72,smart_tv
user_00722,2.62,0.43,ad_supported,17,0.39,mobile
user_00723,2.14,0.27,basic,22,0.57,mobile
user_00724,0.96,0.36,ad_supported,11,0.22,tablet
user_00725,1.26,0.1,ad_supported,13,0.39,mobile
user_00726,6.53,0.57,premium,22,0.87,smart_tv
user_00727,6.88,0.37,standard,26,0.75,smart_tv
user_00728,1.55,0.23,standard,23,0.48,mobile
user_00729,8.53,0.67,premium,27,0.91,desktop
user_00730,5.07,0.9,premium,30,0.73,smart_tv
user_00731,2.66,0.41,standard,13,0.72,smart_tv
user_00732,1.94,0.32,basic,13,0.21,mobile
user_00733,1.46,0.41,standard,23,0.31,mobile
user_00734,3.11,0.53,premium,9,0.52,smart_tv
user_00735,2.04,0.69,premium,14,0.56,tablet
user_00736,2.9,0.65,premium,10,0.7,smart_tv
user_00737,6.4,0.8,premium,25,0.67,smart_tv
user_00738,2.75,0.4,basic,22,0.6,mobile
user_00739,6.16,0.72,premium,29,0.64,desktop
user_00740,1.07,0.22,ad_supported,9,0.26,mobile
user_00741,7.86,0.69,premium,26,0.76,desktop
user_00742,6.41,0.39,premium,28,0.75,smart_tv
user_00743,6.47,0.65,standard,28,0.77,smart_tv
user_00744,2.07,0.37,ad_supported,25,0.52,mobile
user_00745,3.32,0.26,ad_supported,22,0.43,mobile
user_00746,4.54,0.58,premium,29,0.77,desktop
user_00747,7.47,0.66,premium,23,0.73,desktop
user_00748,1.84,0.37,standard,18,0.35,mobile
user_00749,0.95,0.25,basic,13,0.25,mobile
user_00750,4.05,0.42,premium,8,0.72,smart_tv
user_00751,1.69,0.32,basic,12,0.45,tablet
user_00752,1.08,0.38,basic,11,0.47,mobile
user_00753,4,0.92,premium,29,0.71,desktop
user_00754,2.15,0.42,premium,12,0.54,smart_tv
user_00755,0.63,0.3,ad_supported,5,0.28,tablet
user_00756,2.55,0.72,standard,10,0.76,smart_tv
user_00757,4.88,0.49,standard,8,0.61,tablet
user_00758,2.11,0.5,standard,9,0.7,smart_tv
user_00759,3.26,0.88,premium,26,0.7,desktop
user_00760,8.34,0.69,standard,28,0.82,smart_tv
user_00761,4.77,0.96,premium,25,0.73,desktop
user_00762,6.41,0.81,premium,28,0.85,desktop
user_00763,6.73,0.76,premium,20,0.82,desktop
user_00764,2.66,0.3,standard,16,0.35,mobile
user_00765,1.31,0.18,basic,12,0.36,mobile
user_00766,4.3,0.84,premium,30,0.65,smart_tv
user_00767,1.99,0.23,ad_supported,10,0.29,tablet
user_00768,1.19,0.24,basic,7,0.36,mobile
user_00769,0.97,0.24,ad_supported,13,0.21,tablet
user_00770,1.11,0.3,basic,23,0.34,mobile
user_00771,2.86,0.78,standard,12,0.51,smart_tv
user_00772,1.87,0.34,basic,16,0.44,mobile
user_00773,3.1,0.63,premium,23,0.63,desktop
user_00774,1.91,0.36,basic,13,0.28,tablet
user_00775,1.51,0.48,ad_supported,24,0.58,mobile
user_00776,6.53,0.73,premium,27,0.88,desktop
user_00777,6.11,0.66,standard,27,0.72,desktop
user_00778,1.79,0.3,basic,11,0.49,tablet
user_00779,6.29,0.42,premium,24,0.74,desktop
user_00780,9.39,0.32,premium,27,0.84,smart_tv
user_00781,1.41,0.26,ad_supported,12,0.44,mobile
user_00782,4,0.58,standard,8,0.62,smart_tv
user_00783,2.15,0.79,premium,14,0.75,smart_tv
user_00784,5.19,0.83,premium,27,0.61,smart_tv
user_00785,5.78,0.79,premium,28,0.73,desktop
user_00786,1.38,0.12,ad_supported,12,0.22,tablet
user_00787,1.38,0.27,ad_supported,22,0.45,mobile
user_00788,1.69,0.36,ad_supported,5,0.4,mobile
user_00789,5.2,0.67,premium,25,0.95,smart_tv
user_00790,4.2,0.83,premium,30,0.89,smart_tv
user_00791,2.87,0.56,standard,9,0.6,smart_tv
user_00792,5.31,0.68,premium,27,0.82,smart_tv
user_00793,4.76,0.73,standard,13,0.61,tablet
user_00794,5.31,0.91,premium,22,0.76,smart_tv
user_00795,5.42,0.64,premium,29,0.77,desktop
user_00796,3.22,0.73,premium,22,0.71,desktop
user_00797,0.65,0.1,ad_supported,15,0.36,tablet
user_00798,3.16,0.46,standard,22,0.54,mobile
user_00799,9.44,0.4,premium,27,0.92,desktop
user_00800,7.22,0.59,standard,27,0.74,desktop
user_00801,1.67,0.47,standard,15,0.3,mobile
user_00802,9.45,0.56,premium,29,0.75,desktop
user_00803,1.44,0.4,ad_supported,21,0.58,mobile
user_00804,1.52,0.21,basic,9,0.46,tablet
user_00805,7.14,0.43,premium,26,0.92,smart_tv
user_00806,9.28,0.46,premium,24,0.86,desktop
user_00807,6.29,0.81,premium,24,0.85,desktop
user_00808,9.19,0.39,standard,22,0.75,desktop
user_00809,0.97,0.35,ad_supported,9,0.37,tablet
user_00810,9.05,0.6,premium,27,0.85,desktop
user_00811,6.1,0.7,premium,30,0.78,smart_tv
user_00812,2.57,0.53,premium,11,0.65,tablet
user_00813,3.57,0.91,premium,20,0.75,smart_tv
user_00814,1.17,0.41,standard,20,0.42,mobile
user_00815,1.02,0.2,ad_supported,15,0.31,mobile
user_00816,3.17,0.48,standard,11,0.78,smart_tv
user_00817,3.16,0.31,basic,19,0.49,mobile
user_00818,8.68,0.67,standard,29,0.85,desktop
user_00819,6.78,0.92,premium,24,0.86,smart_tv
user_00820,3.27,0.42,basic,15,0.53,mobile
user_00821,2.44,0.72,premium,13,0.55,smart_tv
user_00822,3.76,0.91,premium,20,0.7,desktop
user_00823,0.57,0.2,basic,9,0.27,tablet
user_00824,1.41,0.38,standard,19,0.34,mobile
user_00825,7.22,0.55,premium,23,0.73,smart_tv
user_00826,4.84,0.76,premium,27,0.7,smart_tv
user_00827,5.92,0.41,standard,29,0.91,desktop
user_00828,1.73,0.44,standard,18,0.58,mobile
user_00829,2.42,0.32,standard,15,0.42,mobile
user_00830,3.99,0.65,standard,8,0.53,smart_tv
user_00831,2.43,0.24,standard,20,0.45,mobile
user_00832,1.62,0.36,basic,10,0.27,tablet
user_00833,1.3,0.12,basic,7,0.27,tablet
user_00834,8.37,0.36,standard,22,0.93,desktop
user_00835,4.5,0.9,premium,23,0.67,smart_tv
user_00836,1.58,0.27,ad_supported,23,0.46,mobile
user_00837,4.64,0.63,premium,27,0.73,desktop
user_00838,8.33,0.57,premium,24,0.89,smart_tv
user_00839,4.44,0.64,premium,28,0.79,smart_tv
user_00840,0.79,0.13,basic,7,0.48,mobile
user_00841,6.61,0.85,premium,22,0.89,smart_tv
user_00842,1.76,0.21,ad_supported,15,0.4,mobile
user_00843,4.83,0.42,standard,10,0.57,smart_tv
user_00844,1.85,0.11,ad_supported,6,0.29,tablet
user_00845,8.54,0.34,premium,25,0.91,smart_tv
user_00846,3.4,0.63,premium,23,0.72,desktop
user_00847,3.37,0.47,standard,21,0.51,mobile
user_00848,4.78,0.64,premium,11,0.63,tablet
user_00849,1.46,0.11,ad_supported,6,0.29,tablet
user_00850,2.37,0.44,ad_supported,15,0.45,mobile
user_00851,6.7,0.32,standard,24,0.92,smart_tv
user_00852,4.73,0.64,premium,9,0.72,smart_tv
user_00853,9.98,0.37,premium,30,0.9,smart_tv
user_00854,1.91,0.42,ad_supported,23,0.56,mobile
user_00855,6.97,0.94,premium,22,0.67,desktop
user_00856,2.86,0.41,basic,18,0.35,mobile
user_00857,9.18,0.61,standard,25,0.73,desktop
user_00858,3.3,0.26,ad_supported,22,0.55,mobile
user_00859,8.98,0.4,standard,24,0.76,desktop
user_00860,7.91,0.63,premium,22,0.77,desktop
user_00861,2.28,0.52,premium,13,0.66,smart_tv
user_00862,3.67,0.46,standard,11,0.69,tablet
user_00863,1.01,0.18,basic,15,0.28,mobile
user_00864,4.56,0.74,premium,24,0.62,smart_tv
user_00865,4.47,0.68,premium,25,0.73,smart_tv
user_00866,1.24,0.28,basic,20,0.39,mobile
user_00867,1.91,0.3,basic,25,0.42,mobile
user_00868,5.73,0.91,premium,21,0.77,desktop
user_00869,4.1,0.86,premium,22,0.86,desktop
user_00870,4.84,0.79,premium,25,0.78,desktop
user_00871,5.38,0.74,premium,28,0.67,smart_tv
user_00872,3.15,0.65,premium,23,0.82,smart_tv
user_00873,1.76,0.47,ad_supported,22,0.58,mobile
user_00874,3.32,0.65,standard,12,0.71,tablet
user_00875,0.71,0.14,basic,8,0.37,mobile
user_00876,6.12,0.61,premium,24,0.85,smart_tv
user_00877,0.86,0.19,ad_supported,10,0.48,tablet
user_00878,5.73,0.32,standard,24,0.85,desktop
user_00879,2.99,0.29,ad_supported,20,0.58,mobile
user_00880,3.6,1,premium,20,0.87,smart_tv
user_00881,2.15,0.51,standard,14,0.63,smart_tv
user_00882,1.5,0.24,standard,16,0.53,mobile
user_00883,6.53,0.45,premium,30,0.95,smart_tv
user_00884,4.31,0.52,premium,27,0.93,desktop
user_00885,6.21,0.45,standard,30,0.78,desktop
user_00886,2.54,0.64,standard,11,0.6,smart_tv
user_00887,3.65,1,premium,29,0.61,desktop
user_00888,3.29,0.63,premium,23,0.78,smart_tv
user_00889,7.42,0.32,premium,23,0.8,smart_tv
user_00890,3.95,0.76,premium,20,0.64,smart_tv
user_00891,3.26,0.45,basic,18,0.34,mobile
user_00892,3.5,0.55,standard,8,0.51,smart_tv
user_00893,1.63,0.15,ad_supported,5,0.34,mobile
user_00894,2.16,0.22,standard,19,0.51,mobile
user_00895,5.16,1,premium,22,0.86,desktop
user_00896,1.57,0.45,basic,19,0.52,mobile
user_00897,3.02,1,premium,22,0.86,desktop
user_00898,5.41,0.72,premium,23,0.63,smart_tv
user_00899,1.7,0.38,ad_supported,14,0.22,mobile
user_00900,4.98,0.66,premium,9,0.54,smart_tv
user_00901,4.75,0.66,standard,11,0.57,tablet
user_00902,6.25,0.4,standard,28,0.88,desktop
user_00903,3.38,0.49,ad_supported,25,0.52,mobile
user_00904,6.2,0.36,premium,22,0.94,desktop
user_00905,3.96,0.73,standard,12,0.68,tablet
user_00906,2.71,0.8,standard,11,0.7,tablet
user_00907,1.24,0.29,basic,7,0.42,tablet
user_00908,2.76,0.8,standard,13,0.61,smart_tv
user_00909,4.61,0.43,premium,9,0.77,tablet
user_00910,2.25,0.69,premium,9,0.74,smart_tv
user_00911,4.05,0.67,premium,20,0.71,smart_tv
user_00912,1.24,0.37,ad_supported,15,0.48,mobile
user_00913,3.2,0.49,premium,9,0.55,smart_tv
user_00914,5.37,0.73,premium,26,0.66,desktop
user_00915,1.84,0.3,basic,14,0.24,tablet
user_00916,3.26,0.47,ad_supported,18,0.5,mobile
user_00917,2.37,0.24,ad_supported,20,0.35,mobile
user_00918,1.17,0.16,ad_supported,7,0.24,tablet
user_00919,4.73,0.4,premium,13,0.62,tablet
user_00920,3.91,0.65,premium,25,0.83,desktop
user_00921,1.65,0.26,ad_supported,22,0.36,mobile
user_00922,8.2,0.68,standard,27,0.74,smart_tv
user_00923,0.68,0.23,ad_supported,14,0.41,tablet
user_00924,3.16,0.25,basic,17,0.57,mobile
user_00925,2.22,0.21,standard,19,0.55,mobile
user_00926,5.99,0.86,premium,23,0.62,desktop
user_00927,5.22,0.62,premium,25,0.8,desktop
user_00928,3.93,0.49,premium,14,0.77,smart_tv
user_00929,1,0.47,basic,18,0.32,mobile
user_00930,4.97,0.85,premium,30,0.81,smart_tv
user_00931,0.91,0.12,basic,13,0.5,mobile
user_00932,5.89,0.47,premium,29,0.93,smart_tv
user_00933,3.14,0.69,standard,10,0.71,smart_tv
user_00934,6.89,0.85,premium,24,0.63,smart_tv
user_00935,7.05,0.34,standard,23,0.75,smart_tv
user_00936,1.06,0.39,ad_supported,14,0.4,mobile
user_00937,4.75,0.66,standard,13,0.61,smart_tv
user_00938,8.01,0.67,standard,30,0.9,smart_tv
user_00939,2.74,0.38,ad_supported,20,0.32,mobile
user_00940,1.25,0.12,basic,14,0.22,tablet
user_00941,5.34,0.54,standard,27,0.84,smart_tv
user_00942,8.27,0.59,premium,23,0.86,smart_tv
user_00943,5.66,0.4,standard,27,0.87,desktop
user_00944,1.42,0.32,basic,5,0.36,mobile
user_00945,2.98,0.75,premium,8,0.76,smart_tv
user_00946,8.73,0.69,standard,29,0.85,desktop
user_00947,9.93,0.46,standard,27,0.72,smart_tv
user_00948,4.78,0.94,premium,29,0.75,smart_tv
user_00949,3.29,0.39,basic,23,0.52,mobile
user_00950,3.98,0.99,premium,28,0.82,desktop
user_00951,2.66,0.4,standard,20,0.42,mobile
user_00952,2.62,0.7,premium,13,0.64,tablet
user_00953,5.55,0.57,standard,27,0.76,smart_tv
user_00954,6.86,0.56,standard,27,0.94,desktop
user_00955,5.6,0.6,premium,26,0.81,desktop
user_00956,6.12,0.35,standard,24,0.84,desktop
user_00957,2.88,0.21,basic,24,0.4,mobile
user_00958,3.85,0.74,premium,30,0.77,desktop
user_00959,1.29,0.36,ad_supported,6,0.42,mobile
user_00960,1.74,0.33,ad_supported,16,0.45,mobile
user_00961,3.23,0.87,premium,27,0.66,smart_tv
user_00962,3.88,0.88,premium,21,0.77,desktop
user_00963,6.44,0.71,premium,30,0.85,desktop
user_00964,0.55,0.3,basic,15,0.39,tablet
user_00965,5.9,0.75,premium,30,0.71,desktop
user_00966,2.39,0.78,standard,8,0.66,smart_tv
user_00967,9.68,0.42,premium,29,0.85,smart_tv
user_00968,5.85,0.94,premium,27,0.79,desktop
user_00969,3.61,0.78,premium,11,0.77,tablet
user_00970,2.22,0.62,premium,12,0.7,tablet
user_00971,7.57,0.63,premium,26,0.7,smart_tv
user_00972,4.9,0.76,premium,10,0.69,tablet
user_00973,2.62,0.51,standard,9,0.59,tablet
user_00974,1.06,0.29,ad_supported,15,0.45,tablet
user_00975,5.65,0.73,premium,24,0.72,smart_tv
user_00976,1.61,0.14,ad_supported,6,0.26,mobile
user_00977,3.45,0.33,standard,17,0.43,mobile
user_00978,4.4,0.68,premium,12,0.55,tablet
user_00979,3.02,0.37,basic,17,0.31,mobile
user_00980,1.77,0.3,basic,23,0.35,mobile
user_00981,2.04,0.33,standard,21,0.53,mobile
user_00982,1.44,0.37,ad_supported,6,0.28,mobile
user_00983,9.13,0.3,premium,30,0.85,smart_tv
user_00984,6.18,0.98,premium,30,0.89,smart_tv
user_00985,3.07,0.79,premium,28,0.75,smart_tv
user_00986,0.7,0.2,ad_supported,12,0.23,mobile
user_00987,5.24,0.75,premium,21,0.8,desktop
user_00988,2.68,0.25,ad_supported,21,0.55,mobile
user_00989,0.93,0.23,basic,13,0.5,mobile
user_00990,3.83,0.86,premium,26,0.78,desktop
user_00991,6.49,0.94,premium,29,0.71,desktop
user_00992,7.37,0.31,premium,22,0.88,smart_tv
user_00993,5.65,0.46,standard,26,0.88,desktop
user_00994,2.79,0.49,ad_supported,24,0.54,mobile
user_00995,2.59,0.38,ad_supported,21,0.59,mobile
user_00996,1.12,0.3,ad_supported,9,0.28,mobile
user_00997,5.79,0.51,standard,24,0.7,desktop
user_00998,2.78,0.43,premium,13,0.69,smart_tv
user_00999,1.1,0.34,basic,8,0.36,mobile
user_01000,1.93,0.1,basic,5,0.44,mobile
user_01001,1.49,0.34,basic,7,0.48,mobile
user_01002,3.1,0.86,premium,29,0.8,desktop
user_01003,1.3,0.37,basic,9,0.42,mobile
user_01004,4.93,0.76,premium,28,0.86,desktop
user_01005,5.79,0.77,premium,24,0.83,smart_tv
user_01006,6.35,0.94,premium,29,0.69,desktop
user_01007,2.75,0.21,ad_supported,24,0.41,mobile
user_01008,4.64,0.77,standard,9,0.6,tablet
user_01009,4.91,0.75,standard,14,0.76,tablet
user_01010,1.01,0.31,ad_supported,14,0.46,tablet
user_01011,3.97,0.73,premium,27,0.76,desktop
user_01012,1.15,0.33,ad_supported,11,0.23,tablet
user_01013,9.82,0.67,premium,22,0.77,smart_tv
user_01014,9.18,0.52,standard,22,0.8,smart_tv
user_01015,1.62,0.5,basic,21,0.48,mobile
user_01016,6.52,0.75,premium,23,0.62,smart_tv
user_01017,3.63,0.7,standard,8,0.78,smart_tv
user_01018,8.53,0.62,premium,28,0.84,desktop
user_01019,3.81,0.67,premium,10,0.78,tablet
user_01020,4.27,0.44,standard,24,0.87,desktop
user_01021,1.75,0.12,basic,9,0.5,mobile
user_01022,2.59,0.62,premium,8,0.54,smart_tv
user_01023,7.32,0.53,standard,27,0.86,smart_tv
user_01024,2.56,0.71,standard,10,0.62,smart_tv
user_01025,4.75,0.53,premium,23,0.79,desktop
user_01026,3.09,0.24,ad_supported,16,0.35,mobile
user_01027,4.65,0.56,premium,27,0.87,desktop
user_01028,1.99,0.16,basic,9,0.29,mobile
user_01029,6.58,0.98,premium,23,0.79,desktop
user_01030,3.29,0.44,standard,8,0.64,tablet
